sku,type,sapo_available,sapo_remain
FM-BRZT01-BN-S-FM-QNGL01-BN-M,combo,0,0
FM-BRZT01-BN-S-FM-QNGL01-BN-S,combo,0,0
FM-BRGL01-DE-XL-FM-QNGL01-DE-XL,combo,1,0
FM-BRGL01-DE-XL-FM-QNGL01-DE-L,combo,0,0
FM-BRGL01-DE-XL-FM-QNGL01-DE-M,combo,-2,0
FM-BRGL01-DE-XL-FM-QNGL01-DE-S,combo,0,0
FM-BRGL01-DE-L-FM-QNGL01-DE-XL,combo,1,0
FM-BRGL01-DE-L-FM-QNGL01-DE-L,combo,0,0
FM-BRGL01-DE-L-FM-QNGL01-DE-M,combo,-2,0
FM-BRGL01-DE-L-FM-QNGL01-DE-S,combo,0,0
FM-BRGL01-DE-M-FM-QNGL01-DE-XL,combo,1,0
FM-BRGL01-DE-M-FM-QNGL01-DE-L,combo,0,0
FM-BRGL01-DE-M-FM-QNGL01-DE-M,combo,-2,0
FM-BRGL01-DE-M-FM-QNGL01-DE-S,combo,0,0
FM-BRGL01-DE-S-FM-QNGL01-DE-XL,combo,1,0
FM-BRGL01-DE-S-FM-QNGL01-DE-L,combo,0,0
FM-BRGL01-DE-S-FM-QNGL01-DE-M,combo,-2,0
FM-BRGL01-DE-S-FM-QNGL01-DE-S,combo,0,0
FM-BRTT01-TR-XL-FM-QSGL01-TR-XL,combo,36,0
FM-BRTT01-TR-XL-FM-QSGL01-TR-L,combo,158,0
FM-BRTT01-TR-XL-FM-QSGL01-TR-M,combo,117,0
FM-BRTT01-TR-XL-FM-QSGL01-TR-S,combo,95,0
FM-BRTT01-TR-L-FM-QSGL01-TR-XL,combo,36,0
FM-BRTT01-TR-L-FM-QSGL01-TR-L,combo,158,0
FM-BRTT01-TR-L-FM-QSGL01-TR-M,combo,117,0
FM-BRTT01-TR-L-FM-QSGL01-TR-S,combo,95,0
FM-BRTT01-TR-M-FM-QSGL01-TR-XL,combo,36,0
FM-BRTT01-TR-M-FM-QSGL01-TR-L,combo,158,0
FM-BRTT01-TR-M-FM-QSGL01-TR-M,combo,117,0
FM-BRTT01-TR-M-FM-QSGL01-TR-S,combo,95,0
FM-BRTT01-TR-S-FM-QSGL01-TR-XL,combo,36,0
FM-BRTT01-TR-S-FM-QSGL01-TR-L,combo,158,0
FM-BRTT01-TR-S-FM-QSGL01-TR-M,combo,117,0
FM-BRTT01-TR-S-FM-QSGL01-TR-S,combo,95,0
FM-ATGL01-TR-XL-FM-QSGL01-DE-XL,combo,0,0
FM-ATGL01-TR-XL-FM-QSGL01-DE-L,combo,0,0
FM-ATGL01-TR-XL-FM-QSGL01-DE-M,combo,0,0
FM-ATGL01-TR-XL-FM-QSGL01-DE-S,combo,27,0
FM-ATGL01-TR-L-FM-QSGL01-DE-XL,combo,0,0
FM-ATGL01-TR-L-FM-QSGL01-DE-L,combo,0,0
FM-ATGL01-TR-L-FM-QSGL01-DE-M,combo,0,0
FM-ATGL01-TR-L-FM-QSGL01-DE-S,combo,24,0
FM-ATGL01-TR-M-FM-QSGL01-DE-XL,combo,0,0
FM-ATGL01-TR-M-FM-QSGL01-DE-L,combo,0,0
FM-ATGL01-TR-M-FM-QSGL01-DE-M,combo,0,0
FM-ATGL01-TR-M-FM-QSGL01-DE-S,combo,0,0
FM-ATGL01-TR-S-FM-QSGL01-DE-XL,combo,0,0
FM-ATGL01-TR-S-FM-QSGL01-DE-L,combo,0,0
FM-ATGL01-TR-S-FM-QSGL01-DE-M,combo,0,0
FM-ATGL01-TR-S-FM-QSGL01-DE-S,combo,5,0
FM-ATGL01-HP-XL-FM-QSGL01-TR-XL,combo,22,0
FM-ATGL01-HP-XL-FM-QSGL01-TR-L,combo,22,0
FM-ATGL01-HP-XL-FM-QSGL01-TR-M,combo,22,0
FM-ATGL01-HP-XL-FM-QSGL01-TR-S,combo,22,0
FM-ATGL01-HP-L-FM-QSGL01-TR-XL,combo,-1,0
FM-ATGL01-HP-L-FM-QSGL01-TR-L,combo,-1,0
FM-ATGL01-HP-L-FM-QSGL01-TR-M,combo,-1,0
FM-ATGL01-HP-L-FM-QSGL01-TR-S,combo,-1,0
FM-ATGL01-HP-M-FM-QSGL01-TR-XL,combo,0,0
FM-ATGL01-HP-M-FM-QSGL01-TR-L,combo,0,0
FM-ATGL01-HP-M-FM-QSGL01-TR-M,combo,0,0
FM-ATGL01-HP-M-FM-QSGL01-TR-S,combo,0,0
FM-ATGL01-HP-S-FM-QSGL01-TR-XL,combo,3,0
FM-ATGL01-HP-S-FM-QSGL01-TR-L,combo,3,0
FM-ATGL01-HP-S-FM-QSGL01-TR-M,combo,3,0
FM-ATGL01-HP-S-FM-QSGL01-TR-S,combo,3,0
FM-BRGL01-TR-XL-FM-QNTG01-DG-XL,combo,15,0
FM-BRGL01-TR-XL-FM-QNTG01-DG-L,combo,15,0
FM-BRGL01-TR-XL-FM-QNTG01-DG-M,combo,0,0
FM-BRGL01-TR-XL-FM-QNTG01-DG-S,combo,5,0
FM-BRGL01-TR-L-FM-QNTG01-DG-XL,combo,9,0
FM-BRGL01-TR-L-FM-QNTG01-DG-L,combo,9,0
FM-BRGL01-TR-L-FM-QNTG01-DG-M,combo,0,0
FM-BRGL01-TR-L-FM-QNTG01-DG-S,combo,5,0
FM-BRGL01-TR-M-FM-QNTG01-DG-XL,combo,59,0
FM-BRGL01-TR-M-FM-QNTG01-DG-L,combo,17,0
FM-BRGL01-TR-M-FM-QNTG01-DG-M,combo,0,0
FM-BRGL01-TR-M-FM-QNTG01-DG-S,combo,5,0
FM-BRGL01-TR-S-FM-QNTG01-DG-XL,combo,48,0
FM-BRGL01-TR-S-FM-QNTG01-DG-L,combo,17,0
FM-BRGL01-TR-S-FM-QNTG01-DG-M,combo,0,0
FM-BRGL01-TR-S-FM-QNTG01-DG-S,combo,5,0
FM-AKCV01-TR-XL-FM-QDZT01-ES-XL,combo,0,0
FM-AKCV01-TR-XL-FM-QDZT01-ES-L,combo,1,0
FM-AKCV01-TR-XL-FM-QDZT01-ES-M,combo,0,0
FM-AKCV01-TR-XL-FM-QDZT01-ES-S,combo,0,0
FM-AKCV01-TR-L-FM-QDZT01-ES-XL,combo,0,0
FM-AKCV01-TR-L-FM-QDZT01-ES-L,combo,1,0
FM-AKCV01-TR-L-FM-QDZT01-ES-M,combo,0,0
FM-AKCV01-TR-L-FM-QDZT01-ES-S,combo,0,0
FM-AKCV01-TR-M-FM-QDZT01-ES-XL,combo,0,0
FM-AKCV01-TR-M-FM-QDZT01-ES-L,combo,1,0
FM-AKCV01-TR-M-FM-QDZT01-ES-M,combo,0,0
FM-AKCV01-TR-M-FM-QDZT01-ES-S,combo,0,0
FM-AKCV01-TR-S-FM-QDZT01-ES-XL,combo,0,0
FM-AKCV01-TR-S-FM-QDZT01-ES-L,combo,0,0
FM-AKCV01-TR-S-FM-QDZT01-ES-M,combo,0,0
FM-AKCV01-TR-S-FM-QDZT01-ES-S,combo,0,0
FM-BRGL01-TR-XL-FM-VXLN01-DE-XL,combo,15,0
FM-BRGL01-TR-XL-FM-VXLN01-DE-L,combo,15,0
FM-BRGL01-TR-XL-FM-VXLN01-DE-M,combo,15,0
FM-BRGL01-TR-XL-FM-VXLN01-DE-S,combo,15,0
FM-BRGL01-TR-L-FM-VXLN01-DE-XL,combo,9,0
FM-BRGL01-TR-L-FM-VXLN01-DE-L,combo,9,0
FM-BRGL01-TR-L-FM-VXLN01-DE-M,combo,9,0
FM-BRGL01-TR-L-FM-VXLN01-DE-S,combo,9,0
FM-BRGL01-TR-M-FM-VXLN01-DE-XL,combo,82,0
FM-BRGL01-TR-M-FM-VXLN01-DE-L,combo,82,0
FM-BRGL01-TR-M-FM-VXLN01-DE-M,combo,82,0
FM-BRGL01-TR-M-FM-VXLN01-DE-S,combo,82,0
FM-BRGL01-TR-S-FM-VXLN01-DE-XL,combo,48,0
FM-BRGL01-TR-S-FM-VXLN01-DE-L,combo,48,0
FM-BRGL01-TR-S-FM-VXLN01-DE-M,combo,48,0
FM-BRGL01-TR-S-FM-VXLN01-DE-S,combo,48,0
FM-BRGL02-DE-XL-FM-QDZT01-DE-XL,combo,23,0
FM-BRGL02-DE-XL-FM-QDZT01-DE-L,combo,25,0
FM-BRGL02-DE-XL-FM-QDZT01-DE-M,combo,24,0
FM-BRGL02-DE-XL-FM-QDZT01-DE-S,combo,28,0
FM-BRGL02-DE-L-FM-QDZT01-DE-XL,combo,10,0
FM-BRGL02-DE-L-FM-QDZT01-DE-L,combo,12,0
FM-BRGL02-DE-L-FM-QDZT01-DE-M,combo,11,0
FM-BRGL02-DE-L-FM-QDZT01-DE-S,combo,15,0
FM-BRGL02-DE-M-FM-QDZT01-DE-XL,combo,0,0
FM-BRGL02-DE-M-FM-QDZT01-DE-L,combo,0,0
FM-BRGL02-DE-M-FM-QDZT01-DE-M,combo,0,0
FM-BRGL02-DE-M-FM-QDZT01-DE-S,combo,0,0
FM-BRGL02-DE-S-FM-QDZT01-DE-XL,combo,0,0
FM-BRGL02-DE-S-FM-QDZT01-DE-L,combo,0,0
FM-BRGL02-DE-S-FM-QDZT01-DE-M,combo,0,0
FM-BRGL02-DE-S-FM-QDZT01-DE-S,combo,0,0
FM-BRGL03-BN-XL-FM-QLTG01-BN-XL,combo,0,0
FM-BRGL03-BN-XL-FM-QLTG01-BN-L,combo,0,0
FM-BRGL03-BN-XL-FM-QLTG01-BN-M,combo,0,0
FM-BRGL03-BN-XL-FM-QLTG01-BN-S,combo,0,0
FM-BRGL03-BN-L-FM-QLTG01-BN-XL,combo,0,0
FM-BRGL03-BN-L-FM-QLTG01-BN-L,combo,0,0
FM-BRGL03-BN-L-FM-QLTG01-BN-M,combo,0,0
FM-BRGL03-BN-L-FM-QLTG01-BN-S,combo,0,0
FM-BRGL03-BN-M-FM-QLTG01-BN-XL,combo,0,0
FM-BRGL03-BN-M-FM-QLTG01-BN-L,combo,0,0
FM-BRGL03-BN-M-FM-QLTG01-BN-M,combo,0,0
FM-BRGL03-BN-M-FM-QLTG01-BN-S,combo,0,0
FM-BRGL03-BN-S-FM-QLTG01-BN-XL,combo,0,0
FM-BRGL03-BN-S-FM-QLTG01-BN-L,combo,0,0
FM-BRGL03-BN-S-FM-QLTG01-BN-M,combo,0,0
FM-BRGL03-BN-S-FM-QLTG01-BN-S,combo,0,0
FM-AKGL01-HP-XL-FM-QDOL01-LG-XL,combo,57,0
FM-AKGL01-HP-XL-FM-QDOL01-LG-L,combo,1,0
FM-AKGL01-HP-XL-FM-QDOL01-LG-M,combo,0,0
FM-AKGL01-HP-XL-FM-QDOL01-LG-S,combo,1,0
FM-AKGL01-HP-L-FM-QDOL01-LG-XL,combo,4,0
FM-AKGL01-HP-L-FM-QDOL01-LG-L,combo,1,0
FM-AKGL01-HP-L-FM-QDOL01-LG-M,combo,0,0
FM-AKGL01-HP-L-FM-QDOL01-LG-S,combo,1,0
FM-AKGL01-HP-M-FM-QDOL01-LG-XL,combo,53,0
FM-AKGL01-HP-M-FM-QDOL01-LG-L,combo,1,0
FM-AKGL01-HP-M-FM-QDOL01-LG-M,combo,0,0
FM-AKGL01-HP-M-FM-QDOL01-LG-S,combo,1,0
FM-AKGL01-HP-S-FM-QDOL01-LG-XL,combo,56,0
FM-AKGL01-HP-S-FM-QDOL01-LG-L,combo,1,0
FM-AKGL01-HP-S-FM-QDOL01-LG-M,combo,0,0
FM-AKGL01-HP-S-FM-QDOL01-LG-S,combo,1,0
FM-AKGL01-TR-XL-FM-QDZT01-RG-XL,combo,13,0
FM-AKGL01-TR-XL-FM-QDZT01-RG-L,combo,11,0
FM-AKGL01-TR-XL-FM-QDZT01-RG-M,combo,0,0
FM-AKGL01-TR-XL-FM-QDZT01-RG-S,combo,0,0
FM-AKGL01-TR-L-FM-QDZT01-RG-XL,combo,13,0
FM-AKGL01-TR-L-FM-QDZT01-RG-L,combo,11,0
FM-AKGL01-TR-L-FM-QDZT01-RG-M,combo,0,0
FM-AKGL01-TR-L-FM-QDZT01-RG-S,combo,0,0
FM-AKGL01-TR-M-FM-QDZT01-RG-XL,combo,13,0
FM-AKGL01-TR-M-FM-QDZT01-RG-L,combo,11,0
FM-AKGL01-TR-M-FM-QDZT01-RG-M,combo,0,0
FM-AKGL01-TR-M-FM-QDZT01-RG-S,combo,0,0
FM-AKGL01-TR-S-FM-QDZT01-RG-XL,combo,13,0
FM-AKGL01-TR-S-FM-QDZT01-RG-L,combo,11,0
FM-AKGL01-TR-S-FM-QDZT01-RG-M,combo,0,0
FM-AKGL01-TR-S-FM-QDZT01-RG-S,combo,0,0
FM-BCTR01-BE,normal,409,0
FM-BCTR01-DO,normal,331,0
FM-QLKV01-P8-XL,normal,44,0
FM-QLKV01-P8-L,normal,60,0
FM-QLKV01-P8-M,normal,64.5,0
FM-QLKV01-P8-S,normal,75.5,0
FM-MUFM01-BN-FM-MUFM01-BE,combo,118,0
FM-MUFM01-DO-FM-MUFM01-BE,combo,207,0
FM-MUFM01-DO-FM-MUFM01-BN,combo,119,0
FM-BDTN01-BE,normal,424,0
FM-BDTN01-DO,normal,2230,0
FM-BRLT01-XN-M-FM-JGOB01-DEN-4,combo,0,0
FM-BRLT01-XN-S-FM-JGOB01-DEN-1,combo,0,0
FM-BRLT01-XN-S-FM-JGOB01-DEN-4,combo,0,0
FM-BRLT01-XN-M-FM-JGOB01-DEN-3,combo,0,0
FM-BRLT01-XN-XL-FM-JGOB01-DEN-3,combo,0,0
FM-BRLT01-XN-L-FM-JGOB01-DEN-2,combo,0,0
FM-BRLT01-XN-S-FM-JGOB01-DEN-3,combo,0,0
FM-BRLT01-XN-XL-FM-JGOB01-DEN-2,combo,0,0
FM-BRLT01-XN-S-FM-JGOB01-DEN-2,combo,0,0
FM-BRLT01-XN-M-FM-JGOB01-DEN-2,combo,0,0
FM-BRLT01-XN-XL-FM-JGOB01-DEN-4,combo,0,0
FM-BRLT01-XN-XL-FM-JGOB01-DEN-1,combo,0,0
FM-BRLT01-XN-L-FM-JGOB01-DEN-4,combo,0,0
FM-BRLT01-XN-L-FM-JGOB01-DEN-1,combo,0,0
FM-BRLT01-XN-M-FM-JGOB01-DEN-1,combo,0,0
FM-BRLT01-XN-L-FM-JGOB01-DEN-3,combo,0,0
LS-QDCV01-XX-XL,normal,277,0
LS-QDCV01-DE-S,normal,98,0
LS-QDCV01-SA-S,normal,0,0
LS-QDCV01-DG-XL,normal,209,0
LS-QDCV01-XX-S,normal,25,0
LS-QDCV01-DG-L,normal,238,0
LS-QDCV01-SA-L,normal,67,0
LS-QDCV01-DG-M,normal,53,0
LS-QDCV01-DE-M,normal,47,0
LS-QDCV01-SA-2XL,normal,113,0
LS-QDCV01-DG-S,normal,0,0
LS-QDCV01-DG-2XL,normal,137,0
LS-QDCV01-DE-2XL,normal,115,0
LS-QDCV01-DE-XL,normal,133,0
LS-QDCV01-SA-XL,normal,149,0
LS-QDCV01-DE-L,normal,95,0
LS-QDCV01-XX-2XL,normal,182,0
LS-QDCV01-XX-M,normal,15,0
LS-QDCV01-SA-M,normal,80,0
LS-QDCV01-XX-L,normal,162,0
LS-ATTS01-DE-S,normal,228,0
LS-ATTS01-DE-M,normal,143,0
LS-ATTS01-DE-L,normal,127,0
LS-ATTS01-DE-XL,normal,104,0
LS-ATTS01-TR-S,normal,44,0
LS-ATTS01-TR-M,normal,22,0
LS-ATTS01-TR-L,normal,45,0
LS-ATTS01-TR-XL,normal,90,0
LS-BRTT01-TR-L,normal,134,0
LS-BRTT01-DE-M,normal,0,0
LS-BRTT01-RG-L,normal,5,0
LS-BRTT01-DE-L,normal,47,0
LS-BRTT01-XX-M,normal,80,0
LS-BRTT01-XN-XL,normal,0,0
LS-BRTT01-DE-S,normal,65,0
LS-BRTT01-TR-XL,normal,150,0
LS-BRTT01-XN-L,normal,0,0
LS-BRTT01-DG-XL,normal,50,0
LS-BRTT01-RG-XL,normal,0,0
LS-BRTT01-XX-XL,normal,46,0
LS-BRTT01-RG-S,normal,0,0
LS-BRTT01-XN-M,normal,0,0
LS-BRTT01-XX-L,normal,100,0
LS-BRTT01-DE-XL,normal,45,0
LS-BRTT01-DG-S,normal,29,0
LS-BRTT01-TR-M,normal,41,0
LS-BRTT01-RG-M,normal,0,0
LS-BRTT01-DG-M,normal,0,0
LS-BRTT01-TR-S,normal,158,0
LS-BRTT01-XX-S,normal,89,0
LS-BRTT01-DG-L,normal,38,0
LS-BRTT01-XN-S,normal,0,0
FM-BRTT01-TR-L-FM-QDZT01-XN-XL,combo,0,0
FM-BRTT01-TR-S-FM-QDZT01-XN-L,combo,0,0
FM-BRTT01-TR-M-FM-QDZT01-XN-XL,combo,0,0
FM-BRTT01-TR-S-FM-QDZT01-XN-S,combo,0,0
FM-BRTT01-TR-L-FM-QDZT01-XN-M,combo,0,0
FM-BRTT01-TR-L-FM-QDZT01-XN-L,combo,0,0
FM-BRTT01-TR-S-FM-QDZT01-XN-XL,combo,0,0
FM-BRTT01-TR-XL-FM-QDZT01-XN-L,combo,0,0
FM-BRTT01-TR-M-FM-QDZT01-XN-M,combo,0,0
FM-BRTT01-TR-XL-FM-QDZT01-XN-S,combo,0,0
FM-BRTT01-TR-XL-FM-QDZT01-XN-M,combo,0,0
FM-BRTT01-TR-S-FM-QDZT01-XN-M,combo,0,0
FM-BRTT01-TR-M-FM-QDZT01-XN-S,combo,0,0
FM-BRTT01-TR-XL-FM-QDZT01-XN-XL,combo,0,0
FM-BRTT01-TR-M-FM-QDZT01-XN-L,combo,0,0
FM-BRTT01-TR-L-FM-QDZT01-XN-S,combo,0,0
LS-ATSP01-XR-S,normal,207,0
LS-ATSP01-XR-M,normal,167,0
LS-ATSP01-TR-XL,normal,216,0
LS-ATSP01-XN-M,normal,161,0
LS-ATSP01-XR-L,normal,206,0
LS-ATSP01-DE-XL,normal,0,0
LS-ATSP01-DE-L,normal,0,0
LS-ATSP01-DE-M,normal,0,0
LS-ATSP01-XR-XL,normal,149,0
LS-ATSP01-XN-L,normal,174,0
LS-ATSP01-TR-M,normal,133,0
LS-ATSP01-DE-S,normal,0,0
LS-ATSP01-XN-S,normal,222,0
LS-ATSP01-XN-XL,normal,142,0
LS-ATSP01-TR-S,normal,182,0
LS-ATSP01-TR-L,normal,189,0
FM-ATSM01-TR-2XL-FM-QDZT01-XN-2XL,combo,0,0
FM-ATSM01-TR-M-FM-QDZT01-XN-S,combo,0,0
FM-ATSM01-TR-S-FM-QDZT01-XN-2XL,combo,0,0
FM-ATSM01-TR-XL-FM-QDZT01-XN-M,combo,0,0
FM-ATSM01-TR-M-FM-QDZT01-XN-2XL,combo,0,0
FM-ATSM01-TR-L-FM-QDZT01-XN-L,combo,0,0
FM-ATSM01-TR-M-FM-QDZT01-XN-L,combo,0,0
FM-ATSM01-TR-XL-FM-QDZT01-XN-L,combo,0,0
FM-ATSM01-TR-2XL-FM-QDZT01-XN-L,combo,0,0
FM-ATSM01-TR-XL-FM-QDZT01-XN-S,combo,0,0
FM-ATSM01-TR-S-FM-QDZT01-XN-L,combo,0,0
FM-ATSM01-TR-L-FM-QDZT01-XN-XL,combo,0,0
FM-ATSM01-TR-2XL-FM-QDZT01-XN-S,combo,0,0
FM-ATSM01-TR-L-FM-QDZT01-XN-M,combo,0,0
FM-ATSM01-TR-L-FM-QDZT01-XN-S,combo,0,0
FM-ATSM01-TR-XL-FM-QDZT01-XN-2XL,combo,0,0
FM-ATSM01-TR-M-FM-QDZT01-XN-XL,combo,0,0
FM-ATSM01-TR-M-FM-QDZT01-XN-M,combo,0,0
FM-ATSM01-TR-2XL-FM-QDZT01-XN-XL,combo,0,0
FM-ATSM01-TR-S-FM-QDZT01-XN-S,combo,0,0
FM-ATSM01-TR-2XL-FM-QDZT01-XN-M,combo,0,0
FM-ATSM01-TR-XL-FM-QDZT01-XN-XL,combo,0,0
FM-ATSM01-TR-S-FM-QDZT01-XN-M,combo,0,0
FM-ATSM01-TR-L-FM-QDZT01-XN-2XL,combo,0,0
FM-ATSM01-TR-S-FM-QDZT01-XN-XL,combo,0,0
LS-ATNRL-SD-2XL,normal,43,0
LS-ATNRL-CD-XL,normal,147,0
LS-ATNRL-TD-XL,normal,153,0
LS-ATNRL-SD-S,normal,0,0
LS-ATNRL-DT-L,normal,0,0
LS-ATNRL-TD-2XL,normal,184,0
LS-ATNRL-DT-S,normal,0,0
LS-ATNRL-CD-S,normal,10,0
LS-ATNRL-CD-L,normal,23,0
LS-ATNRL-SD-L,normal,0,0
LS-ATNRL-CD-2XL,normal,67,0
LS-ATNRL-TD-M,normal,0,0
LS-ATNRL-CD-M,normal,0,0
LS-ATNRL-DT-XL,normal,80,0
LS-ATNRL-SD-M,normal,0,0
LS-ATNRL-TD-S,normal,137,0
LS-ATNRL-TD-L,normal,105,0
LS-ATNRL-DT-M,normal,0,0
LS-ATNRL-SD-XL,normal,79,0
LS-ATNRL-DT-2XL,normal,120,0
FM-BRLT01-XN-XL-FM-QDJG01-DE-S,combo,0,0
FM-BRLT01-XN-S-FM-QDJG01-DE-M,combo,0,0
FM-BRLT01-XN-S-FM-QDJG01-DE-XL,combo,0,0
FM-BRLT01-XN-XL-FM-QDJG01-DE-L,combo,0,0
FM-BRLT01-XN-M-FM-QDJG01-DE-M,combo,0,0
FM-BRLT01-XN-M-FM-QDJG01-DE-XL,combo,0,0
FM-BRLT01-XN-XL-FM-QDJG01-DE-M,combo,0,0
FM-BRLT01-XN-XL-FM-QDJG01-DE-XL,combo,0,0
FM-BRLT01-XN-S-FM-QDJG01-DE-S,combo,0,0
FM-BRLT01-XN-L-FM-QDJG01-DE-M,combo,0,0
FM-BRLT01-XN-L-FM-QDJG01-DE-L,combo,0,0
FM-BRLT01-XN-S-FM-QDJG01-DE-L,combo,0,0
FM-BRLT01-XN-L-FM-QDJG01-DE-S,combo,0,0
FM-BRLT01-XN-M-FM-QDJG01-DE-L,combo,0,0
FM-BRLT01-XN-M-FM-QDJG01-DE-S,combo,0,0
FM-BRLT01-XN-L-FM-QDJG01-DE-XL,combo,0,0
LS-BRDT01-XX-L,normal,0,0
LS-BRDT01-SA-S,normal,0,0
LS-BRDT01-SA-L,normal,0,0
LS-BRDT01-XX-S,normal,0,0
LS-BRDT01-SA-XL,normal,0,0
LS-BRDT01-DE-L,normal,0,0
LS-BRDT01-DE-XL,normal,0,0
LS-BRDT01-DE-S,normal,0,0
LS-BRDT01-DE-M,normal,0,0
LS-BRDT01-XX-XL,normal,0,0
LS-BRDT01-SA-M,normal,0,0
LS-BRDT01-XX-M,normal,0,0
FM-BRZT01-TR-XL-FM-QNTG01-XN-M,combo,0,0
FM-BRZT01-TR-S-FM-QNTG01-XN-S,combo,0,0
FM-BRZT01-TR-L-FM-QNTG01-XN-M,combo,0,0
FM-BRZT01-TR-S-FM-QNTG01-XN-L,combo,0,0
FM-BRZT01-TR-M-FM-QNTG01-XN-S,combo,0,0
FM-BRZT01-TR-L-FM-QNTG01-XN-S,combo,0,0
FM-BRZT01-TR-M-FM-QNTG01-XN-L,combo,0,0
FM-BRZT01-TR-L-FM-QNTG01-XN-L,combo,0,0
FM-BRZT01-TR-S-FM-QNTG01-XN-M,combo,0,0
FM-BRZT01-TR-XL-FM-QNTG01-XN-XL,combo,0,0
FM-BRZT01-TR-XL-FM-QNTG01-XN-S,combo,0,0
FM-BRZT01-TR-L-FM-QNTG01-XN-XL,combo,0,0
FM-BRZT01-TR-XL-FM-QNTG01-XN-L,combo,0,0
FM-BRZT01-TR-M-FM-QNTG01-XN-XL,combo,0,0
FM-BRZT01-TR-S-FM-QNTG01-XN-XL,combo,0,0
FM-BRZT01-TR-M-FM-QNTG01-XN-M,combo,0,0
LS-JGDT-DE-XL,normal,72,0
LS-QDJG01-XA-M,normal,0,0
LS-JGDT-XA-M,normal,177,0
LS-JGDT-DE-L,normal,28,0
LS-QDJG01-XA-S,normal,47,0
LS-JGDT-DE-M,normal,6,0
LS-JGDT-XA-2XL,normal,168,0
LS-JGDT-DE-2XL,normal,156,0
LS-QDJG01-DE-2XL,normal,126,0
LS-QDJG01-XA-XL,normal,52,0
LS-QDJG01-DE-L,normal,406,0
LS-QDJG01-DE-XL,normal,177,0
LS-QDJG01-DE-S,normal,218,0
LS-QDJG01-XA-L,normal,0,0
LS-JGDT-XA-S,normal,170,0
LS-JGDT-XA-XL,normal,98,0
LS-QDJG01-DE-M,normal,281,0
LS-JGDT-DE-S,normal,120,0
LS-QDJG01-XA-2XL,normal,107,0
LS-JGDT-XA-L,normal,249,0
LS-ACCV01-DE-XL,normal,20,0
LS-ACCV01-DE-L,normal,0,0
LS-ACCV01-XX-M,normal,0,0
LS-ACCV01-XX-S,normal,59,0
LS-ACCV01-XN-XL,normal,0,0
LS-ACCV01-DE-S,normal,96,0
LS-ACCV01-SA-2XL,normal,83,0
LS-ACCV01-SA-S,normal,69,0
LS-ACCV01-SA-M,normal,0,0
LS-ACCV01-XX-2XL,normal,57,0
LS-ACCV01-XX-XL,normal,100,0
LS-ACCV01-XN-L,normal,0,0
LS-ACCV01-DE-2XL,normal,0,0
LS-ACCV01-XN-S,normal,0,0
LS-ACCV01-XN-M,normal,0,0
LS-ACCV01-SA-XL,normal,125,0
LS-ACCV01-XN-2XL,normal,0,0
LS-ACCV01-DE-M,normal,16,0
LS-ACCV01-SA-L,normal,0,0
LS-ACCV01-XX-L,normal,54,0
FM-BRTT01-XN-L-FM-QDZT01-XN-S,combo,0,0
FM-BRTT01-XN-L-FM-QDZT01-XN-XL,combo,0,0
FM-BRTT01-XN-XL-FM-QDZT01-XN-XL,combo,0,0
FM-BRTT01-XN-L-FM-QDZT01-XN-L,combo,0,0
FM-BRTT01-XN-S-FM-QDZT01-XN-M,combo,0,0
FM-BRTT01-XN-XL-FM-QDZT01-XN-S,combo,0,0
FM-BRTT01-XN-M-FM-QDZT01-XN-XL,combo,0,0
FM-BRTT01-XN-L-FM-QDZT01-XN-M,combo,0,0
FM-BRTT01-XN-S-FM-QDZT01-XN-S,combo,0,0
FM-BRTT01-XN-M-FM-QDZT01-XN-L,combo,0,0
FM-BRTT01-XN-M-FM-QDZT01-XN-M,combo,0,0
FM-BRTT01-XN-S-FM-QDZT01-XN-XL,combo,0,0
FM-BRTT01-XN-XL-FM-QDZT01-XN-L,combo,0,0
FM-BRTT01-XN-M-FM-QDZT01-XN-S,combo,0,0
FM-BRTT01-XN-S-FM-QDZT01-XN-L,combo,0,0
FM-BRTT01-XN-XL-FM-QDZT01-XN-M,combo,0,0
FM-ACRT01-HD-XL-FM-QDZT01-DE-M,combo,0,0
FM-ACRT01-HD-S-FM-QDZT01-DE-XL,combo,0,0
FM-ACRT01-HD-M-FM-QDZT01-DE-L,combo,0,0
FM-ACRT01-HD-S-FM-QDZT01-DE-L,combo,0,0
FM-ACRT01-HD-S-FM-QDZT01-DE-M,combo,0,0
FM-ACRT01-HD-M-FM-QDZT01-DE-S,combo,0,0
FM-ACRT01-HD-L-FM-QDZT01-DE-M,combo,0,0
FM-ACRT01-HD-M-FM-QDZT01-DE-M,combo,0,0
FM-ACRT01-HD-S-FM-QDZT01-DE-S,combo,0,0
FM-ACRT01-HD-XL-FM-QDZT01-DE-S,combo,0,0
FM-ACRT01-HD-L-FM-QDZT01-DE-XL,combo,0,0
FM-ACRT01-HD-XL-FM-QDZT01-DE-L,combo,0,0
FM-ACRT01-HD-L-FM-QDZT01-DE-S,combo,0,0
FM-ACRT01-HD-L-FM-QDZT01-DE-L,combo,0,0
FM-ACRT01-HD-M-FM-QDZT01-DE-XL,combo,0,0
FM-ACRT01-HD-XL-FM-QDZT01-DE-XL,combo,0,0
FM-BRDT01-BE-M-FM-QLTG01-BE-M,combo,0,0
FM-BRDT01-BE-S-FM-QLTG01-BE-M,combo,0,0
