sku,type,sapo_available,sapo_remain
FM-ATNRL-CD-M-FM-QDJG01-DE-XL,combo,0,0
FM-ATNRL-CD-M-FM-QDJG01-DE-L,combo,0,0
FM-ATNRL-CD-M-FM-QDJG01-DE-M,combo,0,0
FM-ATNRL-CD-M-FM-QDJG01-DE-S,combo,0,0
FM-ATNRL-CD-S-FM-QDJG01-DE-2XL,combo,0,0
FM-ATNRL-CD-S-FM-QDJG01-DE-XL,combo,0,0
FM-ATNRL-CD-S-FM-QDJG01-DE-L,combo,0,0
FM-ATNRL-CD-S-FM-QDJG01-DE-M,combo,0,0
FM-ATNRL-CD-S-FM-QDJG01-DE-S,combo,0,0
FM-ATFM01-XN-XL-FM-QNTG01-DE-XL,combo,0,0
FM-ATFM01-XN-XL-FM-QNTG01-DE-L,combo,0,0
FM-ATFM01-XN-XL-FM-QNTG01-DE-M,combo,0,0
FM-ATFM01-XN-XL-FM-QNTG01-DE-S,combo,0,0
FM-ATFM01-XN-L-FM-QNTG01-DE-XL,combo,0,0
FM-ATFM01-XN-L-FM-QNTG01-DE-L,combo,0,0
FM-ATFM01-XN-L-FM-QNTG01-DE-M,combo,0,0
FM-ATFM01-XN-L-FM-QNTG01-DE-S,combo,0,0
FM-ATFM01-XN-M-FM-QNTG01-DE-XL,combo,0,0
FM-ATFM01-XN-M-FM-QNTG01-DE-L,combo,0,0
FM-ATFM01-XN-M-FM-QNTG01-DE-M,combo,0,0
FM-ATFM01-XN-M-FM-QNTG01-DE-S,combo,0,0
FM-ATFM01-XN-S-FM-QNTG01-DE-XL,combo,0,0
FM-ATFM01-XN-S-FM-QNTG01-DE-L,combo,0,0
FM-ATFM01-XN-S-FM-QNTG01-DE-M,combo,0,0
FM-ATFM01-XN-S-FM-QNTG01-DE-S,combo,0,0
FM-ACRT01-DG-XL-FM-QNTG01-DE-XL,combo,0,0
FM-ACRT01-DG-XL-FM-QNTG01-DE-L,combo,0,0
FM-ACRT01-DG-XL-FM-QNTG01-DE-M,combo,0,0
FM-ACRT01-DG-XL-FM-QNTG01-DE-S,combo,0,0
FM-ACRT01-DG-L-FM-QNTG01-DE-XL,combo,0,0
FM-ACRT01-DG-L-FM-QNTG01-DE-L,combo,0,0
FM-ACRT01-DG-L-FM-QNTG01-DE-M,combo,0,0
FM-ACRT01-DG-L-FM-QNTG01-DE-S,combo,0,0
FM-ACRT01-DG-M-FM-QNTG01-DE-XL,combo,0,0
FM-ACRT01-DG-M-FM-QNTG01-DE-L,combo,0,0
FM-ACRT01-DG-M-FM-QNTG01-DE-M,combo,0,0
FM-ACRT01-DG-M-FM-QNTG01-DE-S,combo,0,0
FM-ACRT01-DG-S-FM-QNTG01-DE-XL,combo,0,0
FM-ACRT01-DG-S-FM-QNTG01-DE-L,combo,0,0
FM-ACRT01-DG-S-FM-QNTG01-DE-M,combo,0,0
FM-ACRT01-DG-S-FM-QNTG01-DE-S,combo,0,0
FM-ATSM01-SS-2XL,normal,0,0
FM-ATSM01-SS-XL,normal,0,0
FM-ATSM01-SS-L,normal,0,0
FM-ATSM01-SS-M,normal,0,0
FM-ATSM01-SS-S,normal,0,0
FM-ATSM01-XR-2XL-FM-QLTG01-LG-2XL,combo,140,0
FM-ATSM01-XR-2XL-FM-QLTG01-LG-XL,combo,95,0
FM-ATSM01-XR-2XL-FM-QLTG01-LG-L,combo,8,0
FM-ATSM01-XR-2XL-FM-QLTG01-LG-M,combo,11,0
FM-ATSM01-XR-2XL-FM-QLTG01-LG-S,combo,0,0
FM-ATSM01-XR-XL-FM-QLTG01-LG-2XL,combo,144,0
FM-ATSM01-XR-XL-FM-QLTG01-LG-XL,combo,99,0
FM-ATSM01-XR-XL-FM-QLTG01-LG-L,combo,12,0
FM-ATSM01-XR-XL-FM-QLTG01-LG-M,combo,15,0
FM-ATSM01-XR-XL-FM-QLTG01-LG-S,combo,4,0
FM-ATSM01-XR-L-FM-QLTG01-LG-2XL,combo,144,0
FM-ATSM01-XR-L-FM-QLTG01-LG-XL,combo,99,0
FM-ATSM01-XR-L-FM-QLTG01-LG-L,combo,12,0
FM-ATSM01-XR-L-FM-QLTG01-LG-M,combo,15,0
FM-ATSM01-XR-L-FM-QLTG01-LG-S,combo,4,0
FM-ATSM01-XR-M-FM-QLTG01-LG-2XL,combo,142,0
FM-ATSM01-XR-M-FM-QLTG01-LG-XL,combo,97,0
FM-ATSM01-XR-M-FM-QLTG01-LG-L,combo,10,0
FM-ATSM01-XR-M-FM-QLTG01-LG-M,combo,13,0
FM-ATSM01-XR-M-FM-QLTG01-LG-S,combo,2,0
FM-ATSM01-XR-S-FM-QLTG01-LG-2XL,combo,145,0
FM-ATSM01-XR-S-FM-QLTG01-LG-XL,combo,99,0
FM-ATSM01-XR-S-FM-QLTG01-LG-L,combo,13,0
FM-ATSM01-XR-S-FM-QLTG01-LG-M,combo,16,0
FM-ATSM01-XR-S-FM-QLTG01-LG-S,combo,5,0
FM-BRTT01-DG-XL-FM-QDZT01-DG-2XL,combo,1,0
FM-BRTT01-DG-XL-FM-QDZT01-DG-XL,combo,1,0
FM-BRTT01-DG-XL-FM-QDZT01-DG-L,combo,1,0
FM-BRTT01-DG-XL-FM-QDZT01-DG-M,combo,1,0
FM-BRTT01-DG-XL-FM-QDZT01-DG-S,combo,1,0
FM-BRTT01-DG-L-FM-QDZT01-DG-2XL,combo,104,0
FM-BRTT01-DG-L-FM-QDZT01-DG-XL,combo,68,0
FM-BRTT01-DG-L-FM-QDZT01-DG-L,combo,3,0
FM-BRTT01-DG-L-FM-QDZT01-DG-M,combo,3,0
FM-BRTT01-DG-L-FM-QDZT01-DG-S,combo,26,0
FM-BRTT01-DG-M-FM-QDZT01-DG-2XL,combo,102,0
FM-BRTT01-DG-M-FM-QDZT01-DG-XL,combo,67,0
FM-BRTT01-DG-M-FM-QDZT01-DG-L,combo,1,0
FM-BRTT01-DG-M-FM-QDZT01-DG-M,combo,1,0
FM-BRTT01-DG-M-FM-QDZT01-DG-S,combo,25,0
FM-BRTT01-DG-S-FM-QDZT01-DG-2XL,combo,4,0
FM-BRTT01-DG-S-FM-QDZT01-DG-XL,combo,2,0
FM-BRTT01-DG-S-FM-QDZT01-DG-L,combo,3,0
FM-BRTT01-DG-S-FM-QDZT01-DG-M,combo,4,0
FM-BRTT01-DG-S-FM-QDZT01-DG-S,combo,2,0
FM-AKCV01-DE-XL-FM-QNTG01-DG-XL,combo,28,0
FM-AKCV01-DE-XL-FM-QNTG01-DG-L,combo,17,0
FM-AKCV01-DE-XL-FM-QNTG01-DG-M,combo,0,0
FM-AKCV01-DE-XL-FM-QNTG01-DG-S,combo,5,0
FM-AKCV01-DE-L-FM-QNTG01-DG-XL,combo,59,0
FM-AKCV01-DE-L-FM-QNTG01-DG-L,combo,17,0
FM-AKCV01-DE-L-FM-QNTG01-DG-M,combo,0,0
FM-AKCV01-DE-L-FM-QNTG01-DG-S,combo,5,0
FM-AKCV01-DE-M-FM-QNTG01-DG-XL,combo,59,0
FM-AKCV01-DE-M-FM-QNTG01-DG-L,combo,17,0
FM-AKCV01-DE-M-FM-QNTG01-DG-M,combo,0,0
FM-AKCV01-DE-M-FM-QNTG01-DG-S,combo,5,0
FM-AKCV01-DE-S-FM-QNTG01-DG-XL,combo,59,0
FM-AKCV01-DE-S-FM-QNTG01-DG-L,combo,17,0
FM-AKCV01-DE-S-FM-QNTG01-DG-M,combo,0,0
FM-AKCV01-DE-S-FM-QNTG01-DG-S,combo,5,0
FM-BRTT01-TR-XL-FM-QLTG01-RG-2XL,combo,91,0
FM-BRTT01-TR-XL-FM-QLTG01-RG-XL,combo,154,0
FM-BRTT01-TR-XL-FM-QLTG01-RG-L,combo,32,0
FM-BRTT01-TR-XL-FM-QLTG01-RG-M,combo,0,0
FM-BRTT01-TR-XL-FM-QLTG01-RG-S,combo,345,0
FM-BRTT01-TR-L-FM-QLTG01-RG-2XL,combo,91,0
FM-BRTT01-TR-L-FM-QLTG01-RG-XL,combo,154,0
FM-BRTT01-TR-L-FM-QLTG01-RG-L,combo,32,0
FM-BRTT01-TR-L-FM-QLTG01-RG-M,combo,0,0
FM-BRTT01-TR-L-FM-QLTG01-RG-S,combo,345,0
FM-BRTT01-TR-M-FM-QLTG01-RG-2XL,combo,91,0
FM-BRTT01-TR-M-FM-QLTG01-RG-XL,combo,154,0
FM-BRTT01-TR-M-FM-QLTG01-RG-L,combo,32,0
FM-BRTT01-TR-M-FM-QLTG01-RG-M,combo,0,0
FM-BRTT01-TR-M-FM-QLTG01-RG-S,combo,298,0
FM-BRTT01-TR-S-FM-QLTG01-RG-2XL,combo,91,0
FM-BRTT01-TR-S-FM-QLTG01-RG-XL,combo,154,0
FM-BRTT01-TR-S-FM-QLTG01-RG-L,combo,32,0
FM-BRTT01-TR-S-FM-QLTG01-RG-M,combo,0,0
FM-BRTT01-TR-S-FM-QLTG01-RG-S,combo,345,0
FM-BRZT01-RG-XL-FM-QDZT01-RG-2XL,combo,38,0
FM-BRZT01-RG-XL-FM-QDZT01-RG-XL,combo,13,0
FM-BRZT01-RG-XL-FM-QDZT01-RG-L,combo,11,0
FM-BRZT01-RG-XL-FM-QDZT01-RG-M,combo,0,0
FM-BRZT01-RG-XL-FM-QDZT01-RG-S,combo,0,0
FM-BRZT01-RG-L-FM-QDZT01-RG-2XL,combo,44,0
FM-BRZT01-RG-L-FM-QDZT01-RG-XL,combo,13,0
FM-BRZT01-RG-L-FM-QDZT01-RG-L,combo,11,0
FM-BRZT01-RG-L-FM-QDZT01-RG-M,combo,0,0
FM-BRZT01-RG-L-FM-QDZT01-RG-S,combo,0,0
FM-BRZT01-RG-M-FM-QDZT01-RG-2XL,combo,31,0
FM-BRZT01-RG-M-FM-QDZT01-RG-XL,combo,13,0
FM-BRZT01-RG-M-FM-QDZT01-RG-L,combo,11,0
FM-BRZT01-RG-M-FM-QDZT01-RG-M,combo,0,0
FM-BRZT01-RG-M-FM-QDZT01-RG-S,combo,0,0
FM-BRZT01-RG-S-FM-QDZT01-RG-2XL,combo,36,0
FM-BRZT01-RG-S-FM-QDZT01-RG-XL,combo,13,0
FM-BRZT01-RG-S-FM-QDZT01-RG-L,combo,11,0
FM-BRZT01-RG-S-FM-QDZT01-RG-M,combo,0,0
FM-BRZT01-RG-S-FM-QDZT01-RG-S,combo,0,0
FM-BRDT01-XX-XL-FM-QLTG01-XX-2XL,combo,0,0
FM-BRDT01-XX-XL-FM-QLTG01-XX-XL,combo,0,0
FM-BRDT01-XX-XL-FM-QLTG01-XX-L,combo,0,0
FM-BRDT01-XX-XL-FM-QLTG01-XX-M,combo,0,0
FM-BRDT01-XX-XL-FM-QLTG01-XX-S,combo,0,0
FM-BRDT01-XX-L-FM-QLTG01-XX-2XL,combo,0,0
FM-BRDT01-XX-L-FM-QLTG01-XX-XL,combo,0,0
FM-BRDT01-XX-L-FM-QLTG01-XX-L,combo,0,0
FM-BRDT01-XX-L-FM-QLTG01-XX-M,combo,0,0
FM-BRDT01-XX-L-FM-QLTG01-XX-S,combo,0,0
FM-BRDT01-XX-M-FM-QLTG01-XX-2XL,combo,33,0
FM-BRDT01-XX-M-FM-QLTG01-XX-XL,combo,60,0
FM-BRDT01-XX-M-FM-QLTG01-XX-L,combo,0,0
FM-BRDT01-XX-M-FM-QLTG01-XX-M,combo,60,0
FM-BRDT01-XX-M-FM-QLTG01-XX-S,combo,60,0
FM-BRDT01-XX-S-FM-QLTG01-XX-2XL,combo,0,0
FM-BRDT01-XX-S-FM-QLTG01-XX-XL,combo,0,0
FM-BRDT01-XX-S-FM-QLTG01-XX-L,combo,0,0
FM-BRDT01-XX-S-FM-QLTG01-XX-M,combo,0,0
FM-BRDT01-XX-S-FM-QLTG01-XX-S,combo,0,0
FM-BRSB01-RG-XL-FM-QDOL01-RG-XL,combo,8,0
FM-BRSB01-RG-XL-FM-QDOL01-RG-L,combo,8,0
FM-BRSB01-RG-XL-FM-QDOL01-RG-M,combo,8,0
FM-BRSB01-RG-XL-FM-QDOL01-RG-S,combo,0,0
FM-BRSB01-RG-L-FM-QDOL01-RG-XL,combo,0,0
FM-BRSB01-RG-L-FM-QDOL01-RG-L,combo,0,0
FM-BRSB01-RG-L-FM-QDOL01-RG-M,combo,0,0
FM-BRSB01-RG-L-FM-QDOL01-RG-S,combo,0,0
FM-BRSB01-RG-M-FM-QDOL01-RG-XL,combo,0,0
FM-BRSB01-RG-M-FM-QDOL01-RG-L,combo,0,0
FM-BRSB01-RG-M-FM-QDOL01-RG-M,combo,0,0
FM-BRSB01-RG-M-FM-QDOL01-RG-S,combo,0,0
FM-BRSB01-RG-S-FM-QDOL01-RG-XL,combo,4,0
FM-BRSB01-RG-S-FM-QDOL01-RG-L,combo,4,0
FM-BRSB01-RG-S-FM-QDOL01-RG-M,combo,4,0
FM-BRSB01-RG-S-FM-QDOL01-RG-S,combo,0,0
FM-ATXL01-XN-XL-FM-QDOL01-DE-XL,combo,142,0
FM-ATXL01-XN-XL-FM-QDOL01-DE-L,combo,142,0
FM-ATXL01-XN-XL-FM-QDOL01-DE-M,combo,142,0
FM-ATXL01-XN-XL-FM-QDOL01-DE-S,combo,142,0
FM-ATXL01-XN-L-FM-QDOL01-DE-XL,combo,76,0
FM-ATXL01-XN-L-FM-QDOL01-DE-L,combo,76,0
FM-ATXL01-XN-L-FM-QDOL01-DE-M,combo,76,0
FM-ATXL01-XN-L-FM-QDOL01-DE-S,combo,76,0
FM-ATXL01-XN-M-FM-QDOL01-DE-XL,combo,19,0
FM-ATXL01-XN-M-FM-QDOL01-DE-L,combo,19,0
FM-ATXL01-XN-M-FM-QDOL01-DE-M,combo,19,0
FM-ATXL01-XN-M-FM-QDOL01-DE-S,combo,19,0
FM-ATXL01-XN-S-FM-QDOL01-DE-XL,combo,241,0
FM-ATXL01-XN-S-FM-QDOL01-DE-L,combo,241,0
FM-ATXL01-XN-S-FM-QDOL01-DE-M,combo,241,0
FM-ATXL01-XN-S-FM-QDOL01-DE-S,combo,241,0
FM-ATXL01-XR-XL-FM-JGDT-DE-2XL,combo,29,0
FM-ATXL01-XR-XL-FM-JGDT-DE-XL,combo,0,0
FM-ATXL01-XR-XL-FM-JGDT-DE-L,combo,0,0
FM-ATXL01-XR-XL-FM-JGDT-DE-M,combo,0,0
FM-ATXL01-XR-XL-FM-JGDT-DE-S,combo,40,0
FM-ATXL01-XR-L-FM-JGDT-DE-2XL,combo,29,0
FM-ATXL01-XR-L-FM-JGDT-DE-XL,combo,0,0
FM-ATXL01-XR-L-FM-JGDT-DE-L,combo,0,0
FM-ATXL01-XR-L-FM-JGDT-DE-M,combo,0,0
FM-ATXL01-XR-L-FM-JGDT-DE-S,combo,40,0
FM-ATXL01-XR-M-FM-JGDT-DE-2XL,combo,29,0
FM-ATXL01-XR-M-FM-JGDT-DE-XL,combo,0,0
FM-ATXL01-XR-M-FM-JGDT-DE-L,combo,0,0
FM-ATXL01-XR-M-FM-JGDT-DE-M,combo,0,0
FM-ATXL01-XR-M-FM-JGDT-DE-S,combo,40,0
FM-ATXL01-XR-S-FM-JGDT-DE-2XL,combo,29,0
FM-ATXL01-XR-S-FM-JGDT-DE-XL,combo,0,0
FM-ATXL01-XR-S-FM-JGDT-DE-L,combo,0,0
FM-ATXL01-XR-S-FM-JGDT-DE-M,combo,0,0
FM-ATXL01-XR-S-FM-JGDT-DE-S,combo,40,0
FM-ATXL01-DE-XL-FM-QLTG01-LG-2XL,combo,0,0
FM-ATXL01-DE-XL-FM-QLTG01-LG-XL,combo,0,0
FM-ATXL01-DE-XL-FM-QLTG01-LG-L,combo,0,0
FM-ATXL01-DE-XL-FM-QLTG01-LG-M,combo,0,0
FM-ATXL01-DE-XL-FM-QLTG01-LG-S,combo,0,0
FM-ATXL01-DE-L-FM-QLTG01-LG-2XL,combo,0,0
FM-ATXL01-DE-L-FM-QLTG01-LG-XL,combo,0,0
FM-ATXL01-DE-L-FM-QLTG01-LG-L,combo,0,0
FM-ATXL01-DE-L-FM-QLTG01-LG-M,combo,0,0
FM-ATXL01-DE-L-FM-QLTG01-LG-S,combo,0,0
FM-ATXL01-DE-M-FM-QLTG01-LG-2XL,combo,0,0
FM-ATXL01-DE-M-FM-QLTG01-LG-XL,combo,0,0
FM-ATXL01-DE-M-FM-QLTG01-LG-L,combo,0,0
FM-ATXL01-DE-M-FM-QLTG01-LG-M,combo,0,0
FM-ATXL01-DE-M-FM-QLTG01-LG-S,combo,0,0
FM-ATXL01-DE-S-FM-QLTG01-LG-2XL,combo,0,0
FM-ATXL01-DE-S-FM-QLTG01-LG-XL,combo,0,0
FM-ATXL01-DE-S-FM-QLTG01-LG-L,combo,0,0
FM-ATXL01-DE-S-FM-QLTG01-LG-M,combo,0,0
FM-ATXL01-DE-S-FM-QLTG01-LG-S,combo,0,0
FM-ATXL01-TR-XL-FM-QDZT01-XX-2XL,combo,188,0
FM-ATXL01-TR-XL-FM-QDZT01-XX-XL,combo,179,0
FM-ATXL01-TR-XL-FM-QDZT01-XX-L,combo,65,0
FM-ATXL01-TR-XL-FM-QDZT01-XX-M,combo,-2,0
FM-ATXL01-TR-XL-FM-QDZT01-XX-S,combo,35,0
FM-ATXL01-TR-L-FM-QDZT01-XX-2XL,combo,147,0
FM-ATXL01-TR-L-FM-QDZT01-XX-XL,combo,147,0
FM-ATXL01-TR-L-FM-QDZT01-XX-L,combo,65,0
FM-ATXL01-TR-L-FM-QDZT01-XX-M,combo,-2,0
FM-ATXL01-TR-L-FM-QDZT01-XX-S,combo,35,0
FM-ATXL01-TR-M-FM-QDZT01-XX-2XL,combo,0,0
FM-ATXL01-TR-M-FM-QDZT01-XX-XL,combo,0,0
FM-ATXL01-TR-M-FM-QDZT01-XX-L,combo,0,0
FM-ATXL01-TR-M-FM-QDZT01-XX-M,combo,-2,0
FM-ATXL01-TR-M-FM-QDZT01-XX-S,combo,0,0
FM-ATXL01-TR-S-FM-QDZT01-XX-2XL,combo,1,0
FM-ATXL01-TR-S-FM-QDZT01-XX-XL,combo,1,0
FM-ATXL01-TR-S-FM-QDZT01-XX-L,combo,1,0
FM-ATXL01-TR-S-FM-QDZT01-XX-M,combo,-2,0
FM-ATXL01-TR-S-FM-QDZT01-XX-S,combo,1,0
FM-ATSP01-XN-XL-FM-QDZT01-DE-2XL,combo,83,0
FM-ATSP01-XN-XL-FM-QDZT01-DE-XL,combo,83,0
FM-ATSP01-XN-XL-FM-QDZT01-DE-L,combo,83,0
FM-ATSP01-XN-XL-FM-QDZT01-DE-M,combo,83,0
FM-ATSP01-XN-XL-FM-QDZT01-DE-S,combo,83,0
FM-ATSP01-XN-L-FM-QDZT01-DE-2XL,combo,116,0
FM-ATSP01-XN-L-FM-QDZT01-DE-XL,combo,116,0
FM-ATSP01-XN-L-FM-QDZT01-DE-L,combo,116,0
FM-ATSP01-XN-L-FM-QDZT01-DE-M,combo,116,0
FM-ATSP01-XN-L-FM-QDZT01-DE-S,combo,116,0
FM-ATSP01-XN-M-FM-QDZT01-DE-2XL,combo,70,0
FM-ATSP01-XN-M-FM-QDZT01-DE-XL,combo,70,0
FM-ATSP01-XN-M-FM-QDZT01-DE-L,combo,70,0
FM-ATSP01-XN-M-FM-QDZT01-DE-M,combo,70,0
FM-ATSP01-XN-M-FM-QDZT01-DE-S,combo,70,0
FM-ATSP01-XN-S-FM-QDZT01-DE-2XL,combo,204,0
FM-ATSP01-XN-S-FM-QDZT01-DE-XL,combo,204,0
FM-ATSP01-XN-S-FM-QDZT01-DE-L,combo,204,0
FM-ATSP01-XN-S-FM-QDZT01-DE-M,combo,204,0
FM-ATSP01-XN-S-FM-QDZT01-DE-S,combo,204,0
FM-ATSP01-XR-XL-FM-QDZT01-RG-2XL,combo,81,0
FM-ATSP01-XR-XL-FM-QDZT01-RG-XL,combo,13,0
FM-ATSP01-XR-XL-FM-QDZT01-RG-L,combo,11,0
FM-ATSP01-XR-XL-FM-QDZT01-RG-M,combo,0,0
FM-ATSP01-XR-XL-FM-QDZT01-RG-S,combo,0,0
FM-ATSP01-XR-L-FM-QDZT01-RG-2XL,combo,116,0
FM-ATSP01-XR-L-FM-QDZT01-RG-XL,combo,13,0
FM-ATSP01-XR-L-FM-QDZT01-RG-L,combo,11,0
FM-ATSP01-XR-L-FM-QDZT01-RG-M,combo,0,0
FM-ATSP01-XR-L-FM-QDZT01-RG-S,combo,0,0
FM-ATSP01-XR-M-FM-QDZT01-RG-2XL,combo,116,0
FM-ATSP01-XR-M-FM-QDZT01-RG-XL,combo,13,0
FM-ATSP01-XR-M-FM-QDZT01-RG-L,combo,11,0
FM-ATSP01-XR-M-FM-QDZT01-RG-M,combo,0,0
FM-ATSP01-XR-M-FM-QDZT01-RG-S,combo,0,0
FM-ATSP01-XR-S-FM-QDZT01-RG-2XL,combo,116,0
FM-ATSP01-XR-S-FM-QDZT01-RG-XL,combo,13,0
FM-ATSP01-XR-S-FM-QDZT01-RG-L,combo,11,0
FM-ATSP01-XR-S-FM-QDZT01-RG-M,combo,0,0
FM-ATSP01-XR-S-FM-QDZT01-RG-S,combo,0,0
FM-ATSP01-TR-XL-FM-QDJG01-XA-2XL,combo,66,0
FM-ATSP01-TR-XL-FM-QDJG01-XA-XL,combo,59,0
FM-ATSP01-TR-XL-FM-QDJG01-XA-L,combo,25,0
FM-ATSP01-TR-XL-FM-QDJG01-XA-M,combo,54,0
FM-ATSP01-TR-XL-FM-QDJG01-XA-S,combo,85,0
FM-ATSP01-TR-L-FM-QDJG01-XA-2XL,combo,66,0
FM-ATSP01-TR-L-FM-QDJG01-XA-XL,combo,59,0
FM-ATSP01-TR-L-FM-QDJG01-XA-L,combo,25,0
FM-ATSP01-TR-L-FM-QDJG01-XA-M,combo,54,0
FM-ATSP01-TR-L-FM-QDJG01-XA-S,combo,84,0
FM-ATSP01-TR-M-FM-QDJG01-XA-2XL,combo,0,0
FM-ATSP01-TR-M-FM-QDJG01-XA-XL,combo,0,0
FM-ATSP01-TR-M-FM-QDJG01-XA-L,combo,0,0
FM-ATSP01-TR-M-FM-QDJG01-XA-M,combo,0,0
FM-ATSP01-TR-M-FM-QDJG01-XA-S,combo,0,0
FM-ATSP01-TR-S-FM-QDJG01-XA-2XL,combo,66,0
FM-ATSP01-TR-S-FM-QDJG01-XA-XL,combo,59,0
FM-ATSP01-TR-S-FM-QDJG01-XA-L,combo,25,0
FM-ATSP01-TR-S-FM-QDJG01-XA-M,combo,54,0
FM-ATSP01-TR-S-FM-QDJG01-XA-S,combo,85,0
FM-ATSP01-DE-XL-FM-QDPK01-DE-XL,combo,0,0
FM-ATSP01-DE-XL-FM-QDPK01-DE-L,combo,0,0
FM-ATSP01-DE-XL-FM-QDPK01-DE-M,combo,0,0
FM-ATSP01-DE-XL-FM-QDPK01-DE-S,combo,9,0
FM-ATSP01-DE-L-FM-QDPK01-DE-XL,combo,0,0
FM-ATSP01-DE-L-FM-QDPK01-DE-L,combo,0,0
FM-ATSP01-DE-L-FM-QDPK01-DE-M,combo,0,0
FM-ATSP01-DE-L-FM-QDPK01-DE-S,combo,9,0
FM-ATSP01-DE-M-FM-QDPK01-DE-XL,combo,0,0
FM-ATSP01-DE-M-FM-QDPK01-DE-L,combo,0,0
FM-ATSP01-DE-M-FM-QDPK01-DE-M,combo,0,0
FM-ATSP01-DE-M-FM-QDPK01-DE-S,combo,9,0
FM-ATSP01-DE-S-FM-QDPK01-DE-XL,combo,0,0
FM-ATSP01-DE-S-FM-QDPK01-DE-L,combo,0,0
FM-ATSP01-DE-S-FM-QDPK01-DE-M,combo,0,0
FM-ATSP01-DE-S-FM-QDPK01-DE-S,combo,9,0
FM-ABTD02-ST-3XL-FM-QN1L04-DE-3XL,combo,0,0
FM-ABTD02-ST-3XL-FM-QN1L04-DE-2XL,combo,0,0
FM-ABTD02-ST-3XL-FM-QN1L04-DE-XL,combo,17,0
FM-ABTD02-ST-3XL-FM-QN1L04-DE-L,combo,17,0
FM-ABTD02-ST-3XL-FM-QN1L04-DE-M,combo,0,0
FM-ABTD02-ST-2XL-FM-QN1L04-DE-3XL,combo,0,0
FM-ABTD02-ST-2XL-FM-QN1L04-DE-2XL,combo,0,0
FM-ABTD02-ST-2XL-FM-QN1L04-DE-XL,combo,3,0
FM-ABTD02-ST-2XL-FM-QN1L04-DE-L,combo,3,0
FM-ABTD02-ST-2XL-FM-QN1L04-DE-M,combo,0,0
FM-ABTD02-ST-XL-FM-QN1L04-DE-3XL,combo,0,0
FM-ABTD02-ST-XL-FM-QN1L04-DE-2XL,combo,0,0
FM-ABTD02-ST-XL-FM-QN1L04-DE-XL,combo,0,0
FM-ABTD02-ST-XL-FM-QN1L04-DE-L,combo,0,0
FM-ABTD02-ST-XL-FM-QN1L04-DE-M,combo,0,0
FM-ABTD02-ST-L-FM-QN1L04-DE-3XL,combo,0,0
FM-ABTD02-ST-L-FM-QN1L04-DE-2XL,combo,0,0
FM-ABTD02-ST-L-FM-QN1L04-DE-XL,combo,2,0
FM-ABTD02-ST-L-FM-QN1L04-DE-L,combo,2,0
FM-ABTD02-ST-L-FM-QN1L04-DE-M,combo,0,0
FM-ABTD02-ST-M-FM-QN1L04-DE-3XL,combo,0,0
FM-ABTD02-ST-M-FM-QN1L04-DE-2XL,combo,0,0
FM-ABTD02-ST-M-FM-QN1L04-DE-XL,combo,1,0
FM-ABTD02-ST-M-FM-QN1L04-DE-L,combo,1,0
FM-ABTD02-ST-M-FM-QN1L04-DE-M,combo,0,0
FM-HDNM01-OG-1,normal,0,0
FM-HDNM01-OG-2,normal,0,0
FM-HDNM01-OG-3,normal,0,0
FM-HDNM01-MG-1,normal,0,0
FM-HDNM01-MG-2,normal,0,0
FM-HDNM01-MG-3,normal,0,0
FM-AVB01-XN-3XL-FM-QN1L04-XN-3XL,combo,0,0
FM-AVB01-XN-3XL-FM-QN1L04-XN-2XL,combo,0,0
FM-AVB01-XN-3XL-FM-QN1L04-XN-XL,combo,0,0
FM-AVB01-XN-3XL-FM-QN1L04-XN-L,combo,0,0
FM-AVB01-XN-3XL-FM-QN1L04-XN-M,combo,0,0
FM-AVB01-XN-2XL-FM-QN1L04-XN-3XL,combo,0,0
FM-AVB01-XN-2XL-FM-QN1L04-XN-2XL,combo,0,0
FM-AVB01-XN-2XL-FM-QN1L04-XN-XL,combo,0,0
FM-AVB01-XN-2XL-FM-QN1L04-XN-L,combo,0,0
FM-AVB01-XN-2XL-FM-QN1L04-XN-M,combo,0,0
FM-AVB01-XN-XL-FM-QN1L04-XN-3XL,combo,0,0
FM-AVB01-XN-XL-FM-QN1L04-XN-2XL,combo,0,0
FM-AVB01-XN-XL-FM-QN1L04-XN-XL,combo,0,0
FM-AVB01-XN-XL-FM-QN1L04-XN-L,combo,0,0
FM-AVB01-XN-XL-FM-QN1L04-XN-M,combo,0,0
FM-AVB01-XN-L-FM-QN1L04-XN-3XL,combo,0,0
FM-AVB01-XN-L-FM-QN1L04-XN-2XL,combo,0,0
FM-AVB01-XN-L-FM-QN1L04-XN-XL,combo,0,0
FM-AVB01-XN-L-FM-QN1L04-XN-L,combo,0,0
FM-AVB01-XN-L-FM-QN1L04-XN-M,combo,0,0
FM-AVB01-XN-M-FM-QN1L04-XN-3XL,combo,0,0
FM-AVB01-XN-M-FM-QN1L04-XN-2XL,combo,0,0
FM-AVB01-XN-M-FM-QN1L04-XN-XL,combo,0,0
FM-AVB01-XN-M-FM-QN1L04-XN-L,combo,0,0
FM-AVB01-XN-M-FM-QN1L04-XN-M,combo,0,0
FM-AVB01-XN-3XL-FM-JGNAM01-DE-3XL,combo,-1,0
FM-AVB01-XN-3XL-FM-JGNAM01-DE-2XL,combo,0,0
FM-AVB01-XN-3XL-FM-JGNAM01-DE-XL,combo,0,0
