sku,type,sapo_available,shopify_available,diff,sapo_remain,shopify_remain
FM-APSP02-TN-M,normal,-1,0,-1,0,0
FM-APSP02-TN-L,normal,81,1,80,0,1
FM-APSP02-BN-L,normal,14,1,13,0,1
FM-APSP02-BN-M,normal,38,1,37,0,1
FM-APSP02-BN-S,normal,10,1,9,0,1
FM-APSP02-BN-XL,normal,19,0,19,0,0
FM-APSP02-TR-L,normal,106,1,105,0,1
FM-APSP02-TR-M,normal,65,1,64,0,1
FM-APSP02-TR-S,normal,32,1,31,0,1
FM-APSP02-TR-XL,normal,86,1,85,0,1
FM-ACSP02-NN-XL,normal,3,1,2,0,1
FM-ACSP02-NN-S,normal,-1,0,-1,0,0
FM-ACSP02-TN-M,normal,-1,0,-1,0,0
FM-ACSP02-BN-L,normal,4,1,3,0,1
FM-ACSP02-BN-M,normal,2,1,1,0,1
FM-ACSP02-BN-S,normal,30,1,29,0,1
FM-ACSP02-BN-XL,normal,3,1,2,0,1
FM-ACSP02-TR-L,normal,9,1,8,0,1
FM-ACSP02-TR-M,normal,7,0,7,0,0
FM-ACSP02-TR-S,normal,1,0,1,0,0
FM-ACSP02-TR-XL,normal,34,1,33,0,1
FM-DNSP01-TN-XL,normal,99,1,98,0,1
FM-DNSP01-TN-S,normal,121,1,120,0,1
FM-DNSP01-TN-M,normal,103,1,102,0,1
FM-DNSP01-TN-L,normal,104,1,103,0,1
FM-APSP01-NT-XL,normal,37,1,36,0,1
FM-APSP01-NT-S,normal,264,1,263,0,1
FM-APSP01-NT-M,normal,200,1,199,0,1
FM-APSP01-NT-L,normal,196,1,195,0,1
FM-APSP01-TR-L,normal,21,1,20,0,1
FM-APSP01-TR-M,normal,99,1,98,0,1
FM-APSP01-TR-S,normal,248,1,247,0,1
FM-APSP01-TR-XL,normal,41,1,40,0,1
FM-VVSP01-NT-XL,normal,170,1,169,0,1
FM-VVSP01-NT-S,normal,53,1,52,0,1
FM-VVSP01-NT-M,normal,23,1,22,0,1
FM-VVSP01-NT-L,normal,177,1,176,0,1
FM-VVSP01-TN-XL,normal,227,1,226,0,1
FM-VVSP01-TN-S,normal,93,1,92,0,1
FM-VVSP01-TN-M,normal,45,1,44,0,1
FM-VVSP01-TN-L,normal,163,1,162,0,1
FM-VVSP01-TR-L,normal,205,1,204,0,1
FM-VVSP01-TR-M,normal,57,1,56,0,1
FM-VVSP01-TR-S,normal,136,1,135,0,1
FM-VVSP01-TR-XL,normal,195,1,194,0,1
FM-VXSP01-NT-XL,normal,67,1,66,0,1
FM-VXSP01-NT-S,normal,27,1,26,0,1
FM-VXSP01-NT-M,normal,248,1,247,0,1
FM-VXSP01-NT-L,normal,126,1,125,0,1
FM-VXSP01-TN-XL,normal,118,1,117,0,1
FM-VXSP01-TN-S,normal,42,1,41,0,1
FM-VXSP01-TN-M,normal,42,1,41,0,1
FM-VXSP01-TN-L,normal,113,1,112,0,1
FM-VXSP01-BN-L,normal,118,1,117,0,1
FM-VXSP01-BN-M,normal,78,1,77,0,1
FM-VXSP01-BN-S,normal,16,1,15,0,1
FM-VXSP01-BN-XL,normal,9,1,8,0,1
FM-VXSP01-TR-L,normal,61,0,61,0,0
FM-VXSP01-TR-M,normal,52,0,52,0,0
FM-VXSP01-TR-S,normal,78,1,77,0,1
FM-VXSP01-TR-XL,normal,123,1,122,0,1
FM-ACSP01-NT-XL,normal,5,1,4,0,1
FM-ACSP01-NT-S,normal,-2,0,-2,0,0
FM-ACSP01-NT-M,normal,3,1,2,0,1
FM-ACSP01-TN-XL,normal,30,1,29,0,1
FM-ACSP01-TN-L,normal,2,1,1,0,1
FM-ACSP01-BN-XL,normal,3,1,2,0,1
FM-ACSP01-TR-S,normal,0,1,-1,0,1
FM-ACSP01-TR-XL,normal,4,1,3,0,1
FM-DSSP01-NT-S,normal,69,1,68,0,1
FM-DSSP01-BN-L,normal,20,1,19,0,1
FM-DSSP01-BN-M,normal,146,1,145,0,1
FM-DSSP01-BN-S,normal,169,1,168,0,1
FM-DSSP01-BN-XL,normal,35,1,34,0,1
FM-DSSP01-TR-L,normal,137,1,136,0,1
FM-DSSP01-TR-M,normal,201,1,200,0,1
FM-DSSP01-TR-S,normal,218,1,217,0,1
FM-DSSP01-TR-XL,normal,102,1,101,0,1
FM-DNSP01-TR-XL,normal,70,1,69,0,1
FM-DNSP01-TR-M,normal,-1,1,-2,0,1
FM-DNSP01-TR-L,normal,48,1,47,0,1
FM-DNSP01-BN-L,normal,340,1,339,0,1
FM-DNSP01-BN-M,normal,330,1,329,0,1
FM-DNSP01-BN-S,normal,275,1,274,0,1
FM-DNSP01-BN-XL,normal,292,1,291,0,1
VOFM01-TR,normal,3884,1,3883,0,1
VOFM01-DE,normal,274,1,273,0,1
VOFM01-HP,normal,4,1,3,0,1
FM-MNDN01-DE,normal,1027,1,1026,0,1
FM-MNDN01-TR,normal,1276,1,1275,0,1
FM-MNDN01-BN,normal,849,1,848,0,1
FM-APLT02-BN-XL,normal,57,1,56,0,1
FM-APLT02-BN-S,normal,43,1,42,0,1
FM-APLT02-BN-M,normal,135,1,134,0,1
FM-APLT02-BN-L,normal,80,1,79,0,1
FM-APLT02-TR-XL,normal,97,1,96,0,1
FM-APLT02-TR-S,normal,44,1,43,0,1
FM-APLT02-TR-M,normal,117,1,116,0,1
FM-APLT02-TR-L,normal,143,1,142,0,1
FM-APLT02-DE-XL,normal,69,1,68,0,1
FM-APLT02-DE-S,normal,123,1,122,0,1
FM-APLT02-DE-M,normal,109,1,108,0,1
FM-APLT02-DE-L,normal,57,1,56,0,1
FM-VTNN01-BN-XL,normal,61,1,60,0,1
FM-VTNN01-BN-S,normal,87,1,86,0,1
FM-VTNN01-BN-M,normal,120,1,119,0,1
FM-VTNN01-BN-L,normal,139,1,138,0,1
FM-VTNN01-TR-XL,normal,51,1,50,0,1
FM-VTNN01-TR-S,normal,37,1,36,0,1
FM-VTNN01-TR-M,normal,77,1,76,0,1
FM-VTNN01-TR-L,normal,58,1,57,0,1
FM-APLT01-XN-XL,normal,67,1,66,0,1
FM-APLT01-XN-S,normal,68,1,67,0,1
FM-APLT01-XN-M,normal,75,1,74,0,1
FM-APLT01-XN-L,normal,94,1,93,0,1
FM-APLT01-DE-XL,normal,56,1,55,0,1
FM-APLT01-DE-S,normal,75,1,74,0,1
FM-APLT01-DE-M,normal,54,1,53,0,1
FM-APLT01-DE-L,normal,86,1,85,0,1
FM-APLT01-TR-XL,normal,51,1,50,0,1
FM-APLT01-TR-S,normal,29,1,28,0,1
FM-APLT01-TR-M,normal,39,1,38,0,1
FM-APLT01-TR-L,normal,44,1,43,0,1
FM-ASPV01-DT-XL,normal,3,0,3,0,0
FM-ASPV01-DT-S,normal,2,0,2,0,0
FM-ASPV01-DT-M,normal,3,0,3,0,0
FM-ASPV01-DT-L,normal,3,0,3,0,0
FM-ASPV01-TD-XL,normal,3,0,3,0,0
FM-ASPV01-TD-M,normal,3,0,3,0,0
FM-ASPV01-TD-L,normal,3,0,3,0,0
FM-ASPV01-TN-XL,normal,3,0,3,0,0
FM-ASPV01-TN-S,normal,2,0,2,0,0
FM-ASPV01-TN-M,normal,3,0,3,0,0
FM-ASPV01-TN-L,normal,3,0,3,0,0
FM-ABPL01-TN-XL,normal,63,1,62,0,1
FM-ABPL01-TN-S,normal,11,1,10,0,1
FM-ABPL01-TN-M,normal,22,1,21,0,1
FM-ABPL01-TN-L,normal,59,1,58,0,1
FM-BCTR01-WG,normal,1014,1,1013,0,1
FM-BDTN01-BN,normal,2092,1,2091,0,1
FM-BDTN01-WG,normal,1290,1,1289,0,1
FM-ATTS01-TP-XL,normal,67,1,66,0,1
FM-ATTS01-TP-S,normal,143,1,142,0,1
FM-ATTS01-TP-M,normal,12,1,11,0,1
FM-ATTS01-TP-L,normal,139,1,138,0,1
FM-ATTS01-HP-S,normal,0,1,-1,0,1
FM-BDTN01-TR,normal,3397,1,3396,0,1
FM-BDTN01-DE,normal,1272,1,1271,0,1
FM-BCTR01-TR,normal,1147,1,1146,0,1
FM-BCTR01-DE,normal,1062,1,1061,0,1
FM-ANCD01-TR-L,normal,161,1,160,0,1
FM-ANCD01-TR-M,normal,223,1,222,0,1
FM-ANCD01-TR-S,normal,4,1,3,0,1
FM-ANCD01-TR-XL,normal,62,1,61,0,1
FM-ALGT01-XM-36B,normal,10,1,9,0,1
FM-ALGT01-XM-34C,normal,42,1,41,0,1
FM-ALGT01-XM-34B,normal,37,1,36,0,1
FM-ALGT01-XM-34A,normal,27,1,26,0,1
FM-ALGT01-XM-32C,normal,33,1,32,0,1
FM-ALGT01-XM-32B,normal,18,1,17,0,1
FM-ALGT01-DA-36B,normal,82,1,81,0,1
FM-ALGT01-DA-36A,normal,80,1,79,0,1
FM-ALGT01-DA-34C,normal,115,1,114,0,1
FM-ALGT01-DA-34B,normal,83,1,82,0,1
FM-ALGT01-DA-34A,normal,91,1,90,0,1
FM-ALGT01-DA-32C,normal,93,1,92,0,1
FM-ALGT01-DA-32B,normal,90,1,89,0,1
FM-ALGT01-DE-36B,normal,92,1,91,0,1
FM-ALGT01-DE-36A,normal,91,1,90,0,1
FM-ALGT01-DE-34C,normal,106,1,105,0,1
FM-ALGT01-DE-34B,normal,83,1,82,0,1
FM-ALGT01-DE-34A,normal,100,1,99,0,1
FM-ALGT01-DE-32C,normal,104,1,103,0,1
FM-ALGT01-DE-32B,normal,65,1,64,0,1
FM-ALQS01-XM-S,normal,97,1,96,0,1
FM-ALQS01-XM-M,normal,84,1,83,0,1
FM-ALQS01-XM-L,normal,66,1,65,0,1
FM-ALQS01-XM-XL,normal,83,1,82,0,1
FM-ALQS01-DA-M,normal,4,1,3,0,1
FM-ALQS01-DA-L,normal,2,1,1,0,1
FM-ALQS01-DA-XL,normal,40,1,39,0,1
FM-ALQS01-TR-S,normal,83,1,82,0,1
FM-ALQS01-DE-S,normal,96,1,95,0,1
FM-ALQS01-DE-M,normal,72,1,71,0,1
FM-ALQS01-DE-L,normal,60,1,59,0,1
FM-ALQS01-DE-XL,normal,81,1,80,0,1
FM-ACNB01-TR-S,normal,40,1,39,0,1
FM-ACNB01-TR-M,normal,12,1,11,0,1
FM-ACNB01-TR-L,normal,11,1,10,0,1
FM-ACNB01-TR-XL,normal,106,1,105,0,1
FM-ACNB01-AB-XL,normal,0,1,-1,0,1
FM-ACNB01-AB-M,normal,3,1,2,0,1
FM-ACNB01-AB-S,normal,3,1,2,0,1
FM-ATTS01-HD-L,normal,101,1,100,0,1
FM-ATTS01-HD-M,normal,138,1,137,0,1
FM-ATTS01-HD-S,normal,86,1,85,0,1
FM-ATTS01-HD-XL,normal,20,1,19,0,1
FM-ATTS01-XN-L,normal,53,1,52,0,1
FM-ATTS01-XN-M,normal,62,1,61,0,1
FM-ATTS01-XN-S,normal,195,1,194,0,1
FM-ATTS01-XN-XL,normal,52,1,51,0,1
FM-Q2NU01-TR-S,normal,68,0,68,0,0
FM-Q2NU01-TR-M,normal,173,1,172,0,1
FM-Q2NU01-TR-L,normal,301,1,300,0,1
FM-Q2NU01-TR-XL,normal,122,1,121,0,1
FM-Q2NU01-XA-S,normal,133,1,132,0,1
FM-Q2NU01-XA-M,normal,81,1,80,0,1
FM-Q2NU01-XA-L,normal,160,1,159,0,1
FM-Q2NU01-XA-XL,normal,110,1,109,0,1
FM-Q2NU01-DE-S,normal,459,1,458,0,1
FM-Q2NU01-DE-M,normal,377,1,376,0,1
FM-Q2NU01-DE-L,normal,504,1,503,0,1
FM-Q2NU01-DE-XL,normal,266,1,265,0,1
FM-AKTG01-TR-S,normal,24,1,23,0,1
FM-AKTG01-TR-M,normal,99,1,98,0,1
FM-AKTG01-TR-L,normal,100,1,99,0,1
FM-AKTG01-TR-XL,normal,81,1,80,0,1
FM-AKTG01-DE-S,normal,19,1,18,0,1
FM-AKTG01-DE-M,normal,43,1,42,0,1
FM-AKTG01-DE-L,normal,76,1,75,0,1
FM-AKTG01-DE-XL,normal,46,1,45,0,1
FM-ACNB01-LG-XL,normal,-2,0,-2,0,0
FM-ACNB01-DG-S,normal,32,1,31,0,1
FM-ACNB01-DG-L,normal,5,1,4,0,1
FM-ACNB01-DG-XL,normal,65,1,64,0,1
FM-ACNB01-DE-XL,normal,0,1,-1,0,1
FM-ACDB01-TR-M,normal,0,1,-1,0,1
FM-ACDB01-TR-L,normal,3,1,2,0,1
FM-ACDB01-TR-XL,normal,97,1,96,0,1
FM-ACDB01-DE-M,normal,6,1,5,0,1
FM-ACDB01-DE-L,normal,35,1,34,0,1
FM-ACDB01-DE-XL,normal,34,1,33,0,1
FM-AKCV01-TR-XL,normal,148,1,147,0,1
FM-AKCV01-TR-S,normal,0,1,-1,0,1
FM-AKCV01-TR-M,normal,9,1,8,0,1
FM-AKCV01-TR-L,normal,26,1,25,0,1
FM-AVBNU-TP-2XL,normal,103,1,102,0,1
FM-AVBNU-TP-XL,normal,56,1,55,0,1
FM-AVBNU-TP-L,normal,3,1,2,0,1
FM-AVBNU-TP-M,normal,6,1,5,0,1
FM-AVBNU-TP-S,normal,5,1,4,0,1
FM-AVBNU-HP-2XL,normal,27,1,26,0,1
FM-AVBNU-HP-M,normal,-1,0,-1,0,0
FM-AVBNU-HP-S,normal,0,1,-1,0,1
FM-ATSM01-TP-S,normal,96,1,95,0,1
FM-ATSM01-TP-M,normal,24,1,23,0,1
FM-ATSM01-TP-L,normal,58,1,57,0,1
FM-ATSM01-TP-XL,normal,101,1,100,0,1
FM-ATSM01-TP-2XL,normal,333,1,332,0,1
FM-ATSM01-HP-S,normal,0,1,-1,0,1
FM-ATSM01-HP-M,normal,-3,0,-3,0,0
FM-ATSM01-HP-L,normal,59,1,58,0,1
FM-ATSM01-HP-XL,normal,70,1,69,0,1
FM-ATSM01-HP-2XL,normal,62,1,61,0,1
FM-ATSP01-XR-XL,normal,81,1,80,0,1
FM-ATSP01-XR-S,normal,233,1,232,0,1
FM-ATSP01-XR-M,normal,120,1,119,0,1
FM-ATSP01-XR-L,normal,192,1,191,0,1
FM-ATSP01-TR-XL,normal,166,1,165,0,1
FM-ATSP01-TR-S,normal,90,1,89,0,1
FM-ATSP01-TR-L,normal,84,1,83,0,1
FM-ATSP01-XN-XL,normal,83,1,82,0,1
FM-ATSP01-XN-S,normal,204,1,203,0,1
FM-ATSP01-XN-M,normal,70,1,69,0,1
FM-ATSP01-XN-L,normal,116,1,115,0,1
FM-ATSP01-DE-XL,normal,130,1,129,0,1
FM-ATSP01-DE-S,normal,258,1,257,0,1
FM-ATSP01-DE-M,normal,156,1,155,0,1
FM-ATSP01-DE-L,normal,155,1,154,0,1
FM-ATXL01-XR-XL,normal,152,1,151,0,1
FM-ATXL01-XR-S,normal,242,1,241,0,1
FM-ATXL01-XR-M,normal,57,1,56,0,1
FM-ATXL01-XR-L,normal,112,1,111,0,1
FM-ATXL01-TR-XL,normal,295,1,294,0,1
FM-ATXL01-TR-S,normal,5,1,4,0,1
FM-ATXL01-TR-M,normal,2,1,1,0,1
FM-ATXL01-TR-L,normal,147,1,146,0,1
FM-ATXL01-XN-XL,normal,142,1,141,0,1
FM-ATXL01-XN-S,normal,241,1,240,0,1
FM-ATXL01-XN-M,normal,19,1,18,0,1
FM-ATXL01-XN-L,normal,76,1,75,0,1
FM-ATXL01-DE-S,normal,0,1,-1,0,1
FM-ATTS01-TR-XL,normal,2,1,1,0,1
FM-ATTS01-TR-S,normal,-2,0,-2,0,0
FM-ATTS01-TR-M,normal,0,1,-1,0,1
FM-ATTS01-TR-L,normal,53,1,52,0,1
FM-ATTS01-DE-XL,normal,43,1,42,0,1
FM-ATTS01-DE-S,normal,336,1,335,0,1
FM-ATTS01-DE-M,normal,94,1,93,0,1
FM-ATTS01-DE-L,normal,28,1,27,0,1
FM-QLTG01-LG-2XL,normal,145,1,144,0,1
FM-QLTG01-LG-L,normal,14,1,13,0,1
FM-QLTG01-LG-M,normal,16,1,15,0,1
FM-QLTG01-LG-S,normal,6,1,5,0,1
FM-QLTG01-LG-XL,normal,99,1,98,0,1
FM-BRTT01-TR-XL,normal,515,1,514,0,1
FM-BRTT01-TR-S,normal,475,1,474,0,1
FM-BRTT01-TR-M,normal,301,1,300,0,1
FM-BRTT01-TR-L,normal,597,1,596,0,1
FM-QLTG01-RG-XL,normal,154,1,153,0,1
FM-QLTG01-RG-S,normal,345,1,344,0,1
FM-QLTG01-RG-M,normal,0,1,-1,0,1
FM-QLTG01-RG-L,normal,32,1,31,0,1
FM-QLTG01-RG-2XL,normal,91,1,90,0,1
FM-QNTG01-RG-L,normal,82,1,81,0,1
FM-QNTG01-RG-M,normal,25,1,24,0,1
FM-QNTG01-RG-S,normal,102,1,101,0,1
FM-QNTG01-RG-XL,normal,92,1,91,0,1
FM-QDZT01-RG-2XL,normal,116,1,115,0,1
FM-QDZT01-RG-XL,normal,13,1,12,0,1
FM-QDZT01-RG-L,normal,11,1,10,0,1
FM-ACRT01-TR-XL,normal,7,0,7,0,0
FM-ACRT01-DE-L,normal,2,1,1,0,1
FM-ACRT01-DE-M,normal,1,0,1,0,0
FM-ACRT01-DE-S,normal,0,1,-1,0,1
