platform,issue_type,sku,sapo_available,platform_available
shopify,inventory_diff,FM-ATCT01-TR-M,154,171
shopify,inventory_diff,FM-ATCT01-TR-S,141,148
shopify,inventory_diff,FM-ATCT01-TR-XL,146,149
shopify,inventory_diff,FM-ATNRL-DT-XL,154,2
shopify,inventory_diff,FM-ATNRL-TD-XL,-1,1
shopify,inventory_diff,FM-ATSL01-HP-S,106,107
shopify,inventory_diff,FM-ATSL01-XP-XL,15,16
shopify,inventory_diff,FM-ATSM01-XN-L,248,249
shopify,inventory_diff,FM-ATSO01-HP-M,588,589
shopify,inventory_diff,FM-ATSO01-XP-L,240,85
shopify,inventory_diff,FM-ATSO01-XP-M,562,307
shopify,inventory_diff,FM-ATSO01-XP-S,268,178
shopify,inventory_diff,FM-ATSO01-XP-XL,276,210
shopify,inventory_diff,FM-ATSP01-TP-M,84,85
shopify,inventory_diff,FM-ATTS01-DE-L,24,74
shopify,inventory_diff,FM-ATTS01-DE-M,92,170
shopify,inventory_diff,FM-ATTS01-DE-S,331,361
shopify,inventory_diff,FM-ATTS01-DE-XL,39,74
shopify,inventory_diff,FM-ATTS01-HD-L,99,131
shopify,inventory_diff,FM-ATTS01-HD-M,139,182
shopify,inventory_diff,FM-ATTS01-HD-S,83,97
shopify,inventory_diff,FM-ATTS01-HD-XL,18,40
shopify,inventory_diff,FM-ATTS01-HP-S,0,20
shopify,inventory_diff,FM-ATTS01-TP-L,139,169
shopify,inventory_diff,FM-ATTS01-TP-M,12,44
shopify,inventory_diff,FM-ATTS01-TP-S,141,160
shopify,inventory_diff,FM-ATTS01-TP-XL,68,75
shopify,inventory_diff,FM-ATTS01-TR-L,47,120
shopify,inventory_diff,FM-ATTS01-TR-M,0,63
shopify,inventory_diff,FM-ATTS01-TR-S,-2,-1
shopify,inventory_diff,FM-ATTS01-TR-XL,0,36
shopify,inventory_diff,FM-ATTS01-XN-L,54,85
shopify,inventory_diff,FM-ATTS01-XN-M,62,97
shopify,inventory_diff,FM-ATTS01-XN-S,195,210
shopify,inventory_diff,FM-ATTS01-XN-XL,48,73
shopify,inventory_diff,FM-AVBNU-DE-L,1357,1395
shopify,inventory_diff,FM-AVBNU-DE-M,162,227
shopify,inventory_diff,FM-AVBNU-DE-S,75,101
shopify,inventory_diff,FM-AVBNU-DE-XL,127,146
shopify,inventory_diff,FM-AVBNU-HP-2XL,27,44
shopify,inventory_diff,FM-AVBNU-HP-M,-1,0
shopify,inventory_diff,FM-AVBNU-HP-S,0,1
shopify,inventory_diff,FM-AVBNU-SG-2XL,66,75
shopify,inventory_diff,FM-AVBNU-SG-L,154,177
shopify,inventory_diff,FM-AVBNU-SG-M,47,68
shopify,inventory_diff,FM-AVBNU-SG-S,160,166
shopify,inventory_diff,FM-AVBNU-SG-XL,39,56
shopify,inventory_diff,FM-AVBNU-SS-2XL,-1,2
shopify,inventory_diff,FM-AVBNU-SS-M,14,1
shopify,inventory_diff,FM-AVBNU-TP-2XL,102,110
shopify,inventory_diff,FM-AVBNU-TP-M,7,44
shopify,inventory_diff,FM-AVBNU-TP-S,5,29
shopify,inventory_diff,FM-AVBNU-TP-XL,55,69
shopify,inventory_diff,FM-AVBNU-TR-2XL,223,231
shopify,inventory_diff,FM-AVBNU-TR-L,108,133
shopify,inventory_diff,FM-AVBNU-TR-M,52,101
shopify,inventory_diff,FM-AVBNU-TR-S,90,111
shopify,inventory_diff,FM-AVBNU-TR-XL,237,249
shopify,inventory_diff,FM-AVBNU-XR-2XL,15,25
shopify,inventory_diff,FM-AVBNU-XR-M,5,21
shopify,inventory_diff,FM-AVBNU-XR-S,96,119
shopify,inventory_diff,FM-AVBNU-XR-XL,1,17
shopify,inventory_diff,FM-BCTR01-BN-KL,207,209
shopify,inventory_diff,FM-BCTR01-DE,1057,1132
shopify,inventory_diff,FM-BCTR01-DE-KL,232,235
shopify,inventory_diff,FM-BCTR01-TR,1142,1185
shopify,inventory_diff,FM-BCTR01-TR-KL,239,240
shopify,inventory_diff,FM-BCTR01-WG,1013,1031
shopify,inventory_diff,FM-BDTN01-BN,2084,2195
shopify,inventory_diff,FM-BDTN01-BN-KL,423,426
shopify,inventory_diff,FM-BDTN01-DE,1260,1403
shopify,inventory_diff,FM-BDTN01-TR,3390,3448
shopify,inventory_diff,FM-BDTN01-WG,1288,1307
shopify,inventory_diff,FM-BRGL01-DE-M,82,83
shopify,inventory_diff,FM-BRGL03-TR-L,167,168
shopify,inventory_diff,FM-BRGL04-TR-M,39,40
shopify,inventory_diff,FM-BRRB01-DE-L,18,28
shopify,inventory_diff,FM-BRRB01-DE-M,46,55
shopify,inventory_diff,FM-BRRB01-DG-M,16,24
shopify,inventory_diff,FM-BRRB01-DG-XL,12,16
shopify,inventory_diff,FM-BRRB01-LG-L,15,24
shopify,inventory_diff,FM-BRRB01-LG-XL,0,5
shopify,inventory_diff,FM-BRSB01-DE-L,67,73
shopify,inventory_diff,FM-BRSB01-DE-M,30,44
shopify,inventory_diff,FM-BRSB01-DE-XL,60,68
shopify,inventory_diff,FM-BRSB01-DG-L,30,35
shopify,inventory_diff,FM-BRSB01-DG-M,34,37
shopify,inventory_diff,FM-BRSB01-DG-S,28,39
shopify,inventory_diff,FM-BRSB01-LG-L,71,80
shopify,inventory_diff,FM-BRSB01-LG-M,0,16
shopify,inventory_diff,FM-BRSB01-LG-S,1,14
shopify,inventory_diff,FM-BRSB01-LG-XL,56,60
shopify,inventory_diff,FM-BRSL02-HP-S,92,93
shopify,inventory_diff,FM-BRSO02-DE-L,57,58
shopify,inventory_diff,FM-BRTT01-DG-L,139,179
shopify,inventory_diff,FM-BRTT01-DG-M,107,161
shopify,inventory_diff,FM-BRTT01-DG-S,4,46
shopify,inventory_diff,FM-BRZT01-LG-L,74,89
shopify,inventory_diff,FM-BRZT01-LG-XL,139,148
shopify,inventory_diff,FM-DNSP01-BN-L,339,127
shopify,inventory_diff,FM-DNSP01-BN-M,329,353
shopify,inventory_diff,FM-DNSP01-BN-S,275,279
shopify,inventory_diff,FM-DNSP01-TN-L,102,114
shopify,inventory_diff,FM-DNSP01-TN-M,99,126
shopify,inventory_diff,FM-DNSP01-TN-S,119,136
shopify,inventory_diff,FM-DNSP01-TN-XL,97,100
shopify,inventory_diff,FM-DNSP01-TR-L,54,53
shopify,inventory_diff,FM-DNSP01-TR-M,8,11
shopify,inventory_diff,FM-DNSP01-TR-S,-2,0
shopify,inventory_diff,FM-DNSP01-TR-XL,81,72
shopify,inventory_diff,FM-DNSP02-BN-L,91,96
shopify,inventory_diff,FM-DNSP02-BN-S,77,78
shopify,inventory_diff,FM-DNSP02-NN-L,283,267
shopify,inventory_diff,FM-DNSP02-NN-M,194,192
shopify,inventory_diff,FM-DNSP02-NN-XL,154,140
shopify,inventory_diff,FM-DNSP02-TN-L,28,30
shopify,inventory_diff,FM-DNSP02-TN-M,-2,0
shopify,inventory_diff,FM-DNSP02-TN-S,24,23
shopify,inventory_diff,FM-DNSP02-TN-XL,47,48
shopify,inventory_diff,FM-DNSP02-TR-L,62,51
shopify,inventory_diff,FM-DNSP02-TR-M,33,21
shopify,inventory_diff,FM-DNSP02-TR-S,24,19
shopify,inventory_diff,FM-DNSP02-TR-XL,63,53
shopify,inventory_diff,FM-DNTN01-BN-L,40,42
shopify,inventory_diff,FM-DNTN01-BN-M,18,23
shopify,inventory_diff,FM-DNTN01-BN-S,53,54
shopify,inventory_diff,FM-DNTN01-BN-XL,13,12
shopify,inventory_diff,FM-DNTN01-NB-L,130,132
shopify,inventory_diff,FM-DNTN01-NB-M,86,87
shopify,inventory_diff,FM-DNTN01-NB-XL,68,69
shopify,inventory_diff,FM-DNTN01-RB-L,331,339
shopify,inventory_diff,FM-DNTN01-RB-M,294,302
shopify,inventory_diff,FM-DNTN01-RB-S,213,215
shopify,inventory_diff,FM-DNTN01-RB-XL,262,266
shopify,inventory_diff,FM-DNTN01-TR-L,38,39
shopify,inventory_diff,FM-DPSP01-BN-L,87,103
shopify,inventory_diff,FM-DPSP01-BN-M,167,180
shopify,inventory_diff,FM-DPSP01-BN-S,45,50
shopify,inventory_diff,FM-DPSP01-BN-XL,0,10
shopify,inventory_diff,FM-DPSP01-NN-L,184,168
shopify,inventory_diff,FM-DPSP01-NN-M,137,120
shopify,inventory_diff,FM-DPSP01-NN-S,86,77
shopify,inventory_diff,FM-DPSP01-NN-XL,48,31
shopify,inventory_diff,FM-DPSP01-TN-L,90,92
shopify,inventory_diff,FM-DPSP01-TN-M,38,48
shopify,inventory_diff,FM-DPSP01-TN-S,20,22
shopify,inventory_diff,FM-DPSP01-TN-XL,56,58
shopify,inventory_diff,FM-DPSP01-TR-L,59,47
shopify,inventory_diff,FM-DPSP01-TR-M,60,43
shopify,inventory_diff,FM-DPSP01-TR-S,52,44
shopify,inventory_diff,FM-DPSP01-TR-XL,100,81
shopify,inventory_diff,FM-DSSP01-BN-L,18,1
shopify,inventory_diff,FM-DSSP01-BN-M,145,134
shopify,inventory_diff,FM-DSSP01-BN-S,169,160
shopify,inventory_diff,FM-DSSP01-BN-XL,34,22
shopify,inventory_diff,FM-DSSP01-NT-S,70,69
shopify,inventory_diff,FM-DSSP01-TR-L,135,120
shopify,inventory_diff,FM-DSSP01-TR-M,198,186
shopify,inventory_diff,FM-DSSP01-TR-S,217,210
shopify,inventory_diff,FM-DSSP01-TR-XL,101,92
shopify,inventory_diff,FM-DSSP02-BN-L,133,139
shopify,inventory_diff,FM-DSSP02-BN-M,171,178
shopify,inventory_diff,FM-DSSP02-BN-S,178,182
shopify,inventory_diff,FM-DSSP02-BN-XL,96,99
shopify,inventory_diff,FM-DSSP02-NN-L,140,150
shopify,inventory_diff,FM-DSSP02-NN-M,68,88
shopify,inventory_diff,FM-DSSP02-NN-S,161,169
shopify,inventory_diff,FM-DSSP02-NN-XL,98,108
shopify,inventory_diff,FM-DSSP02-TN-S,2,4
shopify,inventory_diff,FM-DSSP02-TR-L,30,27
shopify,inventory_diff,FM-DSSP02-TR-M,14,1
shopify,inventory_diff,FM-DSSP02-TR-S,39,41
shopify,inventory_diff,FM-DSSP02-TR-XL,38,27
shopify,inventory_diff,FM-DTNN01-DE-XL,286,287
shopify,inventory_diff,FM-DTNN01-DO-M,219,220
shopify,inventory_diff,FM-DXSP01-BN-L,26,10
shopify,inventory_diff,FM-DXSP01-BN-M,18,1
shopify,inventory_diff,FM-DXSP01-BN-S,29,23
shopify,inventory_diff,FM-DXSP01-BN-XL,76,57
shopify,inventory_diff,FM-DXSP01-NN-L,21,3
shopify,inventory_diff,FM-DXSP01-NN-M,20,1
shopify,inventory_diff,FM-DXSP01-NN-S,45,38
shopify,inventory_diff,FM-DXSP01-NN-XL,60,42
shopify,inventory_diff,FM-DXSP01-TN-L,-1,4
shopify,inventory_diff,FM-DXSP01-TN-M,0,1
shopify,inventory_diff,FM-DXSP01-TN-XL,68,72
shopify,inventory_diff,FM-DXSP01-TR-L,2,7
shopify,inventory_diff,FM-DXSP01-TR-XL,74,71
shopify,inventory_diff,FM-DXTN01-BN-L,58,63
shopify,inventory_diff,FM-DXTN01-BN-S,46,49
shopify,inventory_diff,FM-DXTN01-BN-XL,30,33
shopify,inventory_diff,FM-DXTN01-NB-L,48,49
shopify,inventory_diff,FM-DXTN01-NB-S,41,40
shopify,inventory_diff,FM-DXTN01-NB-XL,45,48
shopify,inventory_diff,FM-DXTN01-RB-S,93,96
shopify,inventory_diff,FM-DXTN01-RB-XL,5,13
shopify,inventory_diff,FM-DXTN01-TR-L,38,40
shopify,inventory_diff,FM-DXTN01-TR-M,22,25
shopify,inventory_diff,FM-DXTN01-TR-S,4,5
shopify,inventory_diff,FM-DXTN01-TR-XL,24,25
shopify,inventory_diff,FM-MNDN01-BN,845,879
shopify,inventory_diff,FM-MNDN01-BN-KL,585,589
shopify,inventory_diff,FM-MNDN01-DE,1026,1064
shopify,inventory_diff,FM-MNDN01-DE-KL,410,418
shopify,inventory_diff,FM-MNDN01-TR,1277,1355
shopify,inventory_diff,FM-MNDN01-TR-KL,424,438
shopify,inventory_diff,FM-QDCV01-DE-S,1,2
shopify,inventory_diff,FM-QDCV01-DE-XL,2,3
shopify,inventory_diff,FM-QDCV01-DG-2XL,119,120
shopify,inventory_diff,FM-QDCV01-DG-L,167,173
shopify,inventory_diff,FM-QDCV01-DG-XL,212,217
shopify,inventory_diff,FM-QDCV01-SA-2XL,99,101
shopify,inventory_diff,FM-QDCV01-SA-L,12,17
shopify,inventory_diff,FM-QDCV01-SA-XL,128,132
shopify,inventory_diff,FM-QDCV01-XX-2XL,163,164
shopify,inventory_diff,FM-QDCV01-XX-L,88,93
shopify,inventory_diff,FM-QDCV01-XX-S,-1,0
shopify,inventory_diff,FM-QDCV01-XX-XL,270,279
shopify,inventory_diff,FM-QDOL01-DE-L,625,820
shopify,inventory_diff,FM-QDOL01-DE-M,1065,1319
shopify,inventory_diff,FM-QDOL01-DE-S,299,439
shopify,inventory_diff,FM-QDOL01-DE-XL,423,506
shopify,inventory_diff,FM-QDOL01-DG-L,7,54
shopify,inventory_diff,FM-QDOL01-DG-XL,8,23
shopify,inventory_diff,FM-QDOL01-HP-M,6,7
shopify,inventory_diff,FM-QDOL01-LG-L,1,2
shopify,inventory_diff,FM-QDOL01-LG-XL,56,74
shopify,inventory_diff,FM-QDOL01-XP-M,69,70
shopify,inventory_diff,FM-QDOL01-XP-S,74,75
shopify,inventory_diff,FM-QDPK01-DE-S,8,27
shopify,inventory_diff,FM-QDPK01-DE-XL,0,12
shopify,inventory_diff,FM-QDPK01-DG-L,90,93
shopify,inventory_diff,FM-QDPK01-DG-M,0,8
shopify,inventory_diff,FM-QDPK01-DG-S,37,42
shopify,inventory_diff,FM-QDPK01-DG-XL,88,91
shopify,inventory_diff,FM-QDPK01-LG-M,68,77
shopify,inventory_diff,FM-QDPK01-LG-S,26,35
shopify,inventory_diff,FM-QDTT01-DG-L,22,38
shopify,inventory_diff,FM-QDTT01-DG-S,12,33
shopify,inventory_diff,FM-QDTT01-DG-XL,81,86
shopify,inventory_diff,FM-QDZT01-DE-2XL,402,215
shopify,inventory_diff,FM-QDZT01-DE-L,912,433
shopify,inventory_diff,FM-QDZT01-DE-M,1998,1198
shopify,inventory_diff,FM-QDZT01-DE-S,509,78
shopify,inventory_diff,FM-QDZT01-DE-XL,324,117
shopify,inventory_diff,FM-QDZT01-DG-2XL,106,109
shopify,inventory_diff,FM-QDZT01-DG-L,3,4
shopify,inventory_diff,FM-QDZT01-DG-M,4,5
shopify,inventory_diff,FM-QDZT01-DG-S,18,71
shopify,inventory_diff,FM-QDZT01-DG-XL,60,80
shopify,inventory_diff,FM-QDZT01-LG-2XL,128,130
shopify,inventory_diff,FM-QDZT01-LG-L,1,9
shopify,inventory_diff,FM-QDZT01-LG-M,1,3
shopify,inventory_diff,FM-QDZT01-LG-S,1,2
shopify,inventory_diff,FM-QDZT01-LG-XL,51,54
shopify,inventory_diff,FM-QDZT01-RG-2XL,116,118
shopify,inventory_diff,FM-QDZT01-RG-L,11,35
shopify,inventory_diff,FM-QDZT01-RG-XL,13,19
shopify,inventory_diff,FM-QDZT01-SA-2XL,255,257
shopify,inventory_diff,FM-QDZT01-SA-L,182,193
shopify,inventory_diff,FM-QDZT01-SA-M,117,129
shopify,inventory_diff,FM-QDZT01-SA-S,111,124
shopify,inventory_diff,FM-QDZT01-SA-XL,277,278
shopify,inventory_diff,FM-QDZT01-XX-2XL,189,194
shopify,inventory_diff,FM-QDZT01-XX-L,68,80
shopify,inventory_diff,FM-QDZT01-XX-M,-1,0
shopify,inventory_diff,FM-QDZT01-XX-S,35,44
shopify,inventory_diff,FM-QDZT01-XX-XL,178,181
shopify,inventory_diff,FM-QLKV01-P8-L,57.5,0
shopify,inventory_diff,FM-QLKV01-P8-S,73.5,0
shopify,inventory_diff,FM-QLTG01-DE-2XL,9,66
shopify,inventory_diff,FM-QLTG01-DE-L,285,404
shopify,inventory_diff,FM-QLTG01-DE-M,236,364
shopify,inventory_diff,FM-QLTG01-DE-S,409,460
shopify,inventory_diff,FM-QLTG01-DE-XL,155,235
shopify,inventory_diff,FM-QLTG01-DG-2XL,40,45
shopify,inventory_diff,FM-QLTG01-DG-L,0,1
shopify,inventory_diff,FM-QLTG01-DG-M,23,36
shopify,inventory_diff,FM-QLTG01-DG-S,85,92
shopify,inventory_diff,FM-QLTG01-DG-XL,7,19
shopify,inventory_diff,FM-QLTG01-LG-2XL,145,148
shopify,inventory_diff,FM-QLTG01-LG-L,13,17
shopify,inventory_diff,FM-QLTG01-LG-M,17,34
shopify,inventory_diff,FM-QLTG01-LG-S,6,12
shopify,inventory_diff,FM-QLTG01-LG-XL,98,104
shopify,inventory_diff,FM-QLTG01-RG-2XL,91,92
shopify,inventory_diff,FM-QLTG01-RG-L,30,54
shopify,inventory_diff,FM-QLTG01-RG-M,0,7
shopify,inventory_diff,FM-QLTG01-RG-S,345,351
shopify,inventory_diff,FM-QLTG01-RG-XL,154,160
shopify,inventory_diff,FM-QLTG01-SA-M,24,49
shopify,inventory_diff,FM-QLTG01-SA-S,140,145
shopify,inventory_diff,FM-QLTG01-SA-XL,0,11
shopify,inventory_diff,FM-QLTG01-XX-2XL,37,38
shopify,inventory_diff,FM-QLTG01-XX-L,7,15
shopify,inventory_diff,FM-QLTG01-XX-M,-1,4
shopify,inventory_diff,FM-QLTG01-XX-S,67,68
shopify,inventory_diff,FM-QLTG01-XX-XL,122,126
shopify,inventory_diff,FM-QNGL01-DE-L,88,0
shopify,inventory_diff,FM-QNGL01-DE-M,208,130
shopify,inventory_diff,FM-QNGL01-DE-S,83,48
shopify,inventory_diff,FM-QNGL01-DE-XL,140,67
shopify,inventory_diff,FM-QNSL01-HP-S,209,210
shopify,inventory_diff,FM-QNTG01-DE-L,1,40
shopify,inventory_diff,FM-QNTG01-DE-M,98,39
shopify,inventory_diff,FM-QNTG01-DE-S,54,127
shopify,inventory_diff,FM-QNTG01-DE-XL,127,177
shopify,inventory_diff,FM-QNTG01-DG-L,17,41
shopify,inventory_diff,FM-QNTG01-DG-S,5,24
shopify,inventory_diff,FM-QNTG01-DG-XL,59,62
shopify,inventory_diff,FM-QNTG01-LG-L,61,71
shopify,inventory_diff,FM-QNTG01-LG-M,1,11
shopify,inventory_diff,FM-QNTG01-LG-S,80,92
shopify,inventory_diff,FM-QNTG01-LG-XL,133,139
shopify,inventory_diff,FM-QNTG01-RG-L,82,85
shopify,inventory_diff,FM-QNTG01-RG-M,22,44
shopify,inventory_diff,FM-QNTG01-RG-S,101,105
shopify,inventory_diff,FM-QNTG01-RG-XL,91,92
shopify,inventory_diff,FM-QSGL01-TR-L,157,158
shopify,inventory_diff,FM-VSFM01-BN-L,322,342
shopify,inventory_diff,FM-VSFM01-BN-M,158,174
shopify,inventory_diff,FM-VSFM01-BN-S,172,186
shopify,inventory_diff,FM-VSFM01-BN-XL,190,197
shopify,inventory_diff,FM-VSFM01-DE-L,583,604
shopify,inventory_diff,FM-VSFM01-DE-M,465,493
shopify,inventory_diff,FM-VSFM01-DE-S,250,262
shopify,inventory_diff,FM-VSFM01-DE-XL,383,398
shopify,inventory_diff,FM-VSFM01-TR-L,496,516
shopify,inventory_diff,FM-VSFM01-TR-M,482,510
shopify,inventory_diff,FM-VSFM01-TR-S,206,231
shopify,inventory_diff,FM-VSFM01-TR-XL,205,213
shopify,inventory_diff,FM-VSFM01-WG-L,95,97
shopify,inventory_diff,FM-VSFM01-WG-M,91,93
shopify,inventory_diff,FM-VSFM01-WG-S,223,224
shopify,inventory_diff,FM-VSFM01-WG-XL,117,118
shopify,inventory_diff,FM-VTHN01-BN-M,74,76
shopify,inventory_diff,FM-VTHN01-BN-XL,40,42
shopify,inventory_diff,FM-VTHN01-NB-L,33,37
shopify,inventory_diff,FM-VTHN01-NB-M,22,23
shopify,inventory_diff,FM-VTHN01-NB-S,55,54
shopify,inventory_diff,FM-VTHN01-NB-XL,20,22
shopify,inventory_diff,FM-VTHN01-RB-L,73,74
shopify,inventory_diff,FM-VTHN01-RB-XL,27,26
shopify,inventory_diff,FM-VTHN01-TR-L,59,56
shopify,inventory_diff,FM-VTHN01-TR-M,59,63
shopify,inventory_diff,FM-VTNN01-NB-L,73,74
shopify,inventory_diff,FM-VTNN01-NB-M,84,86
shopify,inventory_diff,FM-VTNN01-NB-S,68,69
shopify,inventory_diff,FM-VTNN01-NB-XL,71,73
shopify,inventory_diff,FM-VTNN01-RB-M,78,84
shopify,inventory_diff,FM-VTNN01-RB-S,28,27
shopify,inventory_diff,FM-VTNN01-RB-XL,25,26
shopify,inventory_diff,FM-VTNN01-TR-S,37,41
shopify,inventory_diff,FM-VTNN02-TR-L,113,118
shopify,inventory_diff,FM-VTNN02-TR-M,17,19
shopify,inventory_diff,FM-VTNN02-TR-S,10,14
shopify,inventory_diff,FM-VTNN02-TR-XL,53,54
shopify,inventory_diff,FM-VVSP01-NT-L,167,181
shopify,inventory_diff,FM-VVSP01-NT-M,18,23
shopify,inventory_diff,FM-VVSP01-NT-S,53,54
shopify,inventory_diff,FM-VVSP01-NT-XL,159,170
shopify,inventory_diff,FM-VVSP01-TN-L,163,162
shopify,inventory_diff,FM-VVSP01-TN-M,45,47
shopify,inventory_diff,FM-VVSP01-TN-S,92,94
shopify,inventory_diff,FM-VVSP01-TR-L,205,207
shopify,inventory_diff,FM-VVSP01-TR-S,136,139
shopify,inventory_diff,FM-VVSP01-TR-XL,195,197
shopify,inventory_diff,FM-VXLN01-BN-L,352,362
shopify,inventory_diff,FM-VXLN01-BN-M,874,892
shopify,inventory_diff,FM-VXLN01-BN-S,246,249
shopify,inventory_diff,FM-VXLN01-BN-XL,440,448
shopify,inventory_diff,FM-VXLN01-DE-L,396,416
shopify,inventory_diff,FM-VXLN01-DE-M,397,401
shopify,inventory_diff,FM-VXLN01-DE-S,265,272
shopify,inventory_diff,FM-VXLN01-DE-XL,226,233
shopify,inventory_diff,FM-VXLN01-TR-L,629,647
shopify,inventory_diff,FM-VXLN01-TR-M,528,559
shopify,inventory_diff,FM-VXLN01-TR-S,468,488
shopify,inventory_diff,FM-VXLN01-TR-XL,215,225
shopify,inventory_diff,FM-VXLN01-WG-L,53,55
shopify,inventory_diff,FM-VXLN01-WG-M,44,48
shopify,inventory_diff,FM-VXLN01-WG-XL,80,87
shopify,inventory_diff,FM-VXSP01-BN-M,77,81
shopify,inventory_diff,FM-VXSP01-BN-XL,9,10
shopify,inventory_diff,FM-VXSP01-NT-L,125,134
shopify,inventory_diff,FM-VXSP01-NT-M,248,255
shopify,inventory_diff,FM-VXSP01-NT-S,26,29
shopify,inventory_diff,FM-VXSP01-NT-XL,67,69
shopify,inventory_diff,FM-VXSP01-TN-L,113,78
shopify,inventory_diff,FM-VXSP01-TN-M,42,81
shopify,inventory_diff,FM-VXSP01-TN-S,42,71
shopify,inventory_diff,FM-VXSP01-TN-XL,118,53
shopify,inventory_diff,FM-VXSP01-TR-L,61,0
shopify,inventory_diff,FM-VXSP01-TR-M,47,0
shopify,inventory_diff,FM-VXSP01-TR-S,73,56
shopify,inventory_diff,FM-VXSP01-TR-XL,124,10
shopify,inventory_diff,FM-VXSP02-BN-L,169,172
shopify,inventory_diff,FM-VXSP02-BN-M,54,58
shopify,inventory_diff,FM-VXSP02-BN-S,143,147
shopify,inventory_diff,FM-VXSP02-NN-L,41,45
shopify,inventory_diff,FM-VXSP02-NN-M,0,4
shopify,inventory_diff,FM-VXSP02-NN-S,107,108
shopify,inventory_diff,FM-VXSP02-NN-XL,44,47
shopify,inventory_diff,FM-VXSP02-TR-L,67,69
shopify,inventory_diff,FM-VXSP02-TR-M,83,88
shopify,inventory_diff,FM-VXSP02-TR-S,104,108
shopify,inventory_diff,FM-VXSP02-TR-XL,88,91
shopify,inventory_diff,VOFM01-BN,717,720
shopify,inventory_diff,VOFM01-DE,259,263
shopify,inventory_diff,VOFM01-SP,517,520
shopify,inventory_diff,VOFM01-TR,3782,3785
shopify,missing_on_platform,2OGFB,0,
shopify,missing_on_platform,3849760586312,0,
shopify,missing_on_platform,4920115290655,0,
shopify,missing_on_platform,5090180218452,1510,
shopify,missing_on_platform,5258160311452,0,
shopify,missing_on_platform,5885134291173,0,
shopify,missing_on_platform,6385085268599,0,
shopify,missing_on_platform,6887242329188,0,
shopify,missing_on_platform,6953920575488,0,
shopify,missing_on_platform,7128355215665,0,
shopify,missing_on_platform,7551084885582,1680,
shopify,missing_on_platform,8082952418413,1350,
shopify,missing_on_platform,8315965877563,0,
shopify,missing_on_platform,8401229380494,1190,
shopify,missing_on_platform,9056198404947,0,
shopify,missing_on_platform,9426723139086,2340,
shopify,missing_on_platform,ATDRL-D-2XL,0,
shopify,missing_on_platform,ATDRL-D-3XL,0,
shopify,missing_on_platform,ATDRL-D-L,50,
shopify,missing_on_platform,ATDRL-D-M,0,
shopify,missing_on_platform,ATDRL-D-S,0,
shopify,missing_on_platform,ATDRL-D-XL,50,
shopify,missing_on_platform,ATSN01-SG-3XL,0,
shopify,missing_on_platform,BOX,0,
shopify,missing_on_platform,CARTON,0,
shopify,missing_on_platform,FM-ABLN01-CR-2XL,0,
shopify,missing_on_platform,FM-ABLN01-CR-L,46,
shopify,missing_on_platform,FM-ABLN01-CR-M,15,
shopify,missing_on_platform,FM-ABLN01-CR-S,22,
shopify,missing_on_platform,FM-ABLN01-CR-XL,19,
shopify,missing_on_platform,FM-ABLN01-DE-2XL,0,
shopify,missing_on_platform,FM-ABLN01-SA-2XL,0,
shopify,missing_on_platform,FM-ABLN01-SA-L,0,
shopify,missing_on_platform,FM-ABLN01-SA-M,0,
shopify,missing_on_platform,FM-ABLN01-SA-S,0,
shopify,missing_on_platform,FM-ABLN01-SA-XL,0,
shopify,missing_on_platform,FM-ABLN01-TR-2XL,0,
shopify,missing_on_platform,FM-ABLN02-CR-2XL,0,
shopify,missing_on_platform,FM-ABLN02-CR-L,0,
shopify,missing_on_platform,FM-ABLN02-CR-M,0,
shopify,missing_on_platform,FM-ABLN02-CR-S,0,
shopify,missing_on_platform,FM-ABLN02-CR-XL,0,
shopify,missing_on_platform,FM-ABLN02-DE-2XL,0,
shopify,missing_on_platform,FM-ABLN02-DE-L,0,
shopify,missing_on_platform,FM-ABLN02-DE-M,0,
shopify,missing_on_platform,FM-ABLN02-DE-S,0,
shopify,missing_on_platform,FM-ABLN02-DE-XL,0,
shopify,missing_on_platform,FM-ABLN02-TR-2XL,0,
shopify,missing_on_platform,FM-ABLN02-TR-L,0,
shopify,missing_on_platform,FM-ABLN02-TR-M,0,
shopify,missing_on_platform,FM-ABLN02-TR-S,-1,
shopify,missing_on_platform,FM-ABLN02-TR-XL,0,
shopify,missing_on_platform,FM-ABTD01-DE-2XL,0,
shopify,missing_on_platform,FM-ABTD01-DE-L,0,
shopify,missing_on_platform,FM-ABTD01-DE-M,0,
shopify,missing_on_platform,FM-ABTD01-DE-S,0,
shopify,missing_on_platform,FM-ABTD01-DE-XL,0,
shopify,missing_on_platform,FM-ABTD01-TR-2XL,0,
shopify,missing_on_platform,FM-ABTD01-TR-L,0,
shopify,missing_on_platform,FM-ABTD01-TR-S,0,
shopify,missing_on_platform,FM-ABTD01-TR-XL,0,
shopify,missing_on_platform,FM-ABTD01-XA-2XL,0,
shopify,missing_on_platform,FM-ABTD01-XA-L,105,
shopify,missing_on_platform,FM-ABTD01-XA-M,60,
shopify,missing_on_platform,FM-ABTD01-XA-S,58,
shopify,missing_on_platform,FM-ABTD01-XA-XL,4,
shopify,missing_on_platform,FM-ABTD01-XB-L,1,
shopify,missing_on_platform,FM-ABTD02-DE-2XL,0,
shopify,missing_on_platform,FM-ABTD02-DE-3XL,3,
shopify,missing_on_platform,FM-ABTD02-DE-L,0,
