platform,issue_type,sku,sapo_available,platform_available
pancake,inventory_diff,FM-ATXL01-TR-XL-FM-QLTG01-DE-L,285,287
pancake,inventory_diff,FM-ATXL01-TR-XL-FM-QLTG01-DE-M,234,235
pancake,inventory_diff,FM-AVB01-XN-2XL-FM-JGNAM01-DE-3XL,-1,0
pancake,inventory_diff,FM-AVB01-XN-3XL-FM-JGNAM01-DE-3XL,-1,0
pancake,inventory_diff,FM-AVB01-XN-L-FM-JGNAM01-DE-3XL,-1,0
pancake,inventory_diff,FM-AVB01-XN-M-FM-JGNAM01-DE-3XL,-1,0
pancake,inventory_diff,FM-AVB01-XN-XL-FM-JGNAM01-DE-3XL,-1,0
pancake,inventory_diff,FM-AVBNU-DE-2XL-FM-AVBNU-TP-2XL,101,100
pancake,inventory_diff,FM-AVBNU-DE-M-FM-AVBNU-HP-M,-1,0
pancake,inventory_diff,FM-AVBNU-DE-XL-FM-AVBNU-TP-XL,53,52
pancake,inventory_diff,FM-AVBNU-HP-M,-1,0
pancake,inventory_diff,FM-AVBNU-HP-M-FM-Q2NU01-TR-L,-1,0
pancake,inventory_diff,FM-AVBNU-HP-M-FM-Q2NU01-TR-M,-1,0
pancake,inventory_diff,FM-AVBNU-HP-M-FM-Q2NU01-TR-S,-1,0
pancake,inventory_diff,FM-AVBNU-HP-M-FM-Q2NU01-TR-XL,-1,0
pancake,inventory_diff,FM-AVBNU-HP-M-FM-QDZT01-DE-2XL,-1,0
pancake,inventory_diff,FM-AVBNU-HP-M-FM-QDZT01-DE-L,-1,0
pancake,inventory_diff,FM-AVBNU-HP-M-FM-QDZT01-DE-M,-1,0
pancake,inventory_diff,FM-AVBNU-HP-M-FM-QDZT01-DE-S,-1,0
pancake,inventory_diff,FM-AVBNU-HP-M-FM-QDZT01-DE-XL,-1,0
pancake,inventory_diff,FM-AVBNU-SG-L-FM-Q2NU01-XA-XL,110,109
pancake,inventory_diff,FM-AVBNU-SG-M-FM-AVBNU-HP-M,-1,0
pancake,inventory_diff,FM-AVBNU-SG-S-FM-Q2NU01-XA-XL,110,109
pancake,inventory_diff,FM-AVBNU-SS-2XL,-1,0
pancake,inventory_diff,FM-AVBNU-SS-2XL-FM-Q2LNU01-BD-L,-1,0
pancake,inventory_diff,FM-AVBNU-SS-2XL-FM-Q2LNU01-BD-M,-1,0
pancake,inventory_diff,FM-AVBNU-SS-2XL-FM-Q2LNU01-BD-S,-1,0
pancake,inventory_diff,FM-AVBNU-SS-2XL-FM-Q2LNU01-BD-XL,-1,0
pancake,inventory_diff,FM-AVBNU-SS-2XL-FM-Q2NU01-DE-L,-1,0
pancake,inventory_diff,FM-AVBNU-SS-2XL-FM-Q2NU01-DE-M,-1,0
pancake,inventory_diff,FM-AVBNU-SS-2XL-FM-Q2NU01-DE-S,-1,0
pancake,inventory_diff,FM-AVBNU-SS-2XL-FM-Q2NU01-DE-XL,-1,0
pancake,inventory_diff,FM-AVBNU-SS-2XL-FM-QDCV01-DE-2XL,-1,0
pancake,inventory_diff,FM-AVBNU-SS-2XL-FM-QDCV01-DE-L,-1,0
pancake,inventory_diff,FM-AVBNU-SS-2XL-FM-QDCV01-DE-M,-1,0
pancake,inventory_diff,FM-AVBNU-SS-2XL-FM-QDCV01-DE-S,-1,0
pancake,inventory_diff,FM-AVBNU-SS-2XL-FM-QDCV01-DE-XL,-1,0
pancake,inventory_diff,FM-AVBNU-TP-2XL,102,101
pancake,inventory_diff,FM-AVBNU-TP-2XL-FM-Q2NU01-DE-L,102,101
pancake,inventory_diff,FM-AVBNU-TP-2XL-FM-Q2NU01-DE-M,102,101
pancake,inventory_diff,FM-AVBNU-TP-2XL-FM-Q2NU01-DE-S,102,101
pancake,inventory_diff,FM-AVBNU-TP-2XL-FM-Q2NU01-DE-XL,102,101
pancake,inventory_diff,FM-AVBNU-TP-M-FM-AVBNU-HP-M,-1,0
pancake,inventory_diff,FM-AVBNU-TP-XL,55,54
pancake,inventory_diff,FM-AVBNU-TP-XL-FM-Q2NU01-DE-L,55,54
pancake,inventory_diff,FM-AVBNU-TP-XL-FM-Q2NU01-DE-M,55,54
pancake,inventory_diff,FM-AVBNU-TP-XL-FM-Q2NU01-DE-S,55,54
pancake,inventory_diff,FM-AVBNU-TP-XL-FM-Q2NU01-DE-XL,55,54
pancake,inventory_diff,FM-AVBNU-TP-XL-FM-Q2NU01-TR-L,55,54
pancake,inventory_diff,FM-AVBNU-TP-XL-FM-Q2NU01-TR-M,55,54
pancake,inventory_diff,FM-AVBNU-TP-XL-FM-Q2NU01-TR-S,55,54
pancake,inventory_diff,FM-AVBNU-TP-XL-FM-Q2NU01-TR-XL,55,54
pancake,inventory_diff,FM-AVBNU-TP-XL-FM-VXLN01-TR-L,52,51
pancake,inventory_diff,FM-AVBNU-TP-XL-FM-VXLN01-TR-M,52,51
pancake,inventory_diff,FM-AVBNU-TP-XL-FM-VXLN01-TR-S,52,51
pancake,inventory_diff,FM-AVBNU-TP-XL-FM-VXLN01-TR-XL,52,51
pancake,inventory_diff,FM-AVBNU-TR-2XL-FM-AVBNU-TP-2XL,102,101
pancake,inventory_diff,FM-AVBNU-TR-M-FM-AVBNU-HP-M,-1,0
pancake,inventory_diff,FM-AVBNU-TR-XL-FM-AVBNU-TP-XL,55,54
pancake,inventory_diff,FM-AVBNU-XR-M-FM-AVBNU-HP-M,-1,0
pancake,inventory_diff,FM-BCTR01-BN-02,533,0
pancake,inventory_diff,FM-BCTR01-BN-04,266.5,0
pancake,inventory_diff,FM-BCTR01-BN-06,177.6667,0
pancake,inventory_diff,FM-BCTR01-BN-B-02,533,0
pancake,inventory_diff,FM-BCTR01-BN-B-04,266.5,0
pancake,inventory_diff,FM-BCTR01-BN-B-06,177.6667,0
pancake,inventory_diff,FM-BCTR01-BN-B-FM-BDTN01-BN,1066,1067
pancake,inventory_diff,FM-BCTR01-BN-B-FM-BDTN01-DE,1066,1067
pancake,inventory_diff,FM-BCTR01-BN-B-FM-BDTN01-TR,1066,1067
pancake,inventory_diff,FM-BCTR01-BN-B-FM-BDTN01-WG,1066,1067
pancake,inventory_diff,FM-BCTR01-BN-FM-BDTN01-DE,1066,1067
pancake,inventory_diff,FM-BCTR01-BN-FM-BDTN01-TR,1066,1067
pancake,inventory_diff,FM-BCTR01-BN-FM-BDTN01-WG,1066,1067
pancake,inventory_diff,FM-BCTR01-BN-KL-02,103.5,0
pancake,inventory_diff,FM-BCTR01-BN-KL-04,51.75,0
pancake,inventory_diff,FM-BCTR01-BN-KL-06,34.5,0
pancake,inventory_diff,FM-BCTR01-DE,1057,1058
pancake,inventory_diff,FM-BCTR01-DE-02,528.5,529
pancake,inventory_diff,FM-BCTR01-DE-04,264.25,0
pancake,inventory_diff,FM-BCTR01-DE-06,176.1667,0
pancake,inventory_diff,FM-BCTR01-DE-FM-BDTN01-BN,1057,1058
pancake,inventory_diff,FM-BCTR01-DE-FM-BDTN01-DE,1057,1058
pancake,inventory_diff,FM-BCTR01-DE-FM-BDTN01-TR,1057,1058
pancake,inventory_diff,FM-BCTR01-DE-FM-BDTN01-WG,1057,1058
pancake,inventory_diff,FM-BCTR01-DE-KL-06,38.6667,0
pancake,inventory_diff,FM-BCTR01-TR,1142,1143
pancake,inventory_diff,FM-BCTR01-TR-02,571,0
pancake,inventory_diff,FM-BCTR01-TR-04,285.5,0
pancake,inventory_diff,FM-BCTR01-TR-06,190.3333,0
pancake,inventory_diff,FM-BCTR01-TR-FM-BDTN01-BN,1142,1143
pancake,inventory_diff,FM-BCTR01-TR-FM-BDTN01-DE,1142,1143
pancake,inventory_diff,FM-BCTR01-TR-FM-BDTN01-TR,1142,1143
pancake,inventory_diff,FM-BCTR01-TR-FM-BDTN01-WG,1142,1143
pancake,inventory_diff,FM-BCTR01-TR-KL-02,119.5,0
pancake,inventory_diff,FM-BCTR01-TR-KL-04,59.75,0
pancake,inventory_diff,FM-BCTR01-TR-KL-06,39.8333,0
pancake,inventory_diff,FM-BCTR01-WG,1013,1015
pancake,inventory_diff,FM-BCTR01-WG-02,506.5,0
pancake,inventory_diff,FM-BCTR01-WG-04,253.25,0
pancake,inventory_diff,FM-BCTR01-WG-06,168.83339999999998,0
pancake,inventory_diff,FM-BCTR01-WG-KL-02,97.5,0
pancake,inventory_diff,FM-BCTR01-WG-KL-04,48.75,0
pancake,inventory_diff,FM-BCTR01-WG-KL-06,32.5,0
pancake,inventory_diff,FM-BDTN01-BN,2084,2085
pancake,inventory_diff,FM-BDTN01-BN-03,694.6667,695
pancake,inventory_diff,FM-BDTN01-BN-05,416.8,417
pancake,inventory_diff,FM-BDTN01-BN-10,208.4,0
pancake,inventory_diff,FM-BDTN01-BN-KL-05,84.6,0
pancake,inventory_diff,FM-BDTN01-BN-KL-10,42.3,0
pancake,inventory_diff,FM-BDTN01-DE,1260,1264
pancake,inventory_diff,FM-BDTN01-DE-03,420,0
pancake,inventory_diff,FM-BDTN01-DE-05,252,0
pancake,inventory_diff,FM-BDTN01-DE-10,126,0
pancake,inventory_diff,FM-BDTN01-DE-KL-03,186.6667,0
pancake,inventory_diff,FM-BDTN01-TR,3390,3391
pancake,inventory_diff,FM-BDTN01-TR-03,1130,0
pancake,inventory_diff,FM-BDTN01-TR-05,678,0
pancake,inventory_diff,FM-BDTN01-TR-10,339,0
pancake,inventory_diff,FM-BDTN01-TR-KL-05,115.8,0
pancake,inventory_diff,FM-BDTN01-TR-KL-10,57.9,0
pancake,inventory_diff,FM-BDTN01-WG-03,429.3334,0
pancake,inventory_diff,FM-BDTN01-WG-05,257.6,0
pancake,inventory_diff,FM-BDTN01-WG-10,128.8,0
pancake,inventory_diff,FM-BDTN01-WG-KL-03,203.66660000000002,0
pancake,inventory_diff,FM-BDTN01-WG-KL-05,122.2,0
pancake,inventory_diff,FM-BDTN01-WG-KL-10,61.1,0
pancake,inventory_diff,FM-BRBL01-HP-L-FM-QDZT01-HP-S,-1,0
pancake,inventory_diff,FM-BRBL01-HP-M-FM-QDZT01-HP-S,-1,0
pancake,inventory_diff,FM-BRBL01-HP-S-FM-QDZT01-HP-S,-1,0
pancake,inventory_diff,FM-BRBL01-HP-XL-FM-QDZT01-HP-S,-1,0
pancake,inventory_diff,FM-BRBL01-VP-L-FM-QDOL01-VP-M,-2,0
pancake,inventory_diff,FM-BRBL01-VP-L-FM-QDOL01-VP-S,-4,0
pancake,inventory_diff,FM-BRBL01-VP-M-FM-QDOL01-VP-M,-2,0
pancake,inventory_diff,FM-BRBL01-VP-M-FM-QDOL01-VP-S,-4,0
pancake,inventory_diff,FM-BRBL01-VP-S-FM-QDOL01-VP-M,-2,0
pancake,inventory_diff,FM-BRBL01-VP-S-FM-QDOL01-VP-S,-4,0
pancake,inventory_diff,FM-BRBL01-VP-XL-FM-QDOL01-VP-M,-2,0
pancake,inventory_diff,FM-BRBL01-VP-XL-FM-QDOL01-VP-S,-4,0
pancake,inventory_diff,FM-BRDT01-XX-L-FM-QDZT01-XX-M,-2,0
pancake,inventory_diff,FM-BRDT01-XX-L-FM-QLTG01-XX-M,-1,0
pancake,inventory_diff,FM-BRDT01-XX-M-FM-QDZT01-XX-M,-2,0
pancake,inventory_diff,FM-BRDT01-XX-M-FM-QLTG01-XX-M,-1,0
pancake,inventory_diff,FM-BRDT01-XX-S-FM-QDZT01-XX-M,-2,0
pancake,inventory_diff,FM-BRDT01-XX-S-FM-QLTG01-XX-M,-1,0
pancake,inventory_diff,FM-BRDT01-XX-XL-FM-QDZT01-XX-M,-2,0
pancake,inventory_diff,FM-BRDT01-XX-XL-FM-QLTG01-XX-M,-1,0
pancake,inventory_diff,FM-BRGL01-DE-M,82,83
pancake,inventory_diff,FM-BRGL01-DE-M-FM-QNGL01-DE-L,80,0
pancake,inventory_diff,FM-BRGL01-DE-M-FM-QNGL01-DE-M,80,81
pancake,inventory_diff,FM-BRGL01-DE-M-FM-QNGL01-DE-S,80,48
pancake,inventory_diff,FM-BRGL01-DE-M-FM-QNGL01-DE-XL,80,67
pancake,inventory_diff,FM-BRGL01-DE-S-FM-QNGL01-DE-L,68,0
pancake,inventory_diff,FM-BRGL01-DE-S-FM-QNGL01-DE-S,68,48
pancake,inventory_diff,FM-BRGL01-DE-S-FM-QNGL01-DE-XL,68,67
pancake,inventory_diff,FM-BRGL02-HP-L,-1,0
pancake,inventory_diff,FM-BRGL02-HP-L-FM-QDZT01-HP-L,-1,0
pancake,inventory_diff,FM-BRGL02-HP-L-FM-QDZT01-HP-M,-1,0
pancake,inventory_diff,FM-BRGL02-HP-L-FM-QDZT01-HP-S,-1,0
pancake,inventory_diff,FM-BRGL02-HP-L-FM-QDZT01-HP-XL,-1,0
pancake,inventory_diff,FM-BRGL02-HP-L-FM-VXGL01-TR-L,-1,0
pancake,inventory_diff,FM-BRGL02-HP-L-FM-VXGL01-TR-M,-1,0
pancake,inventory_diff,FM-BRGL02-HP-L-FM-VXGL01-TR-S,-1,0
pancake,inventory_diff,FM-BRGL02-HP-L-FM-VXGL01-TR-XL,-1,0
pancake,inventory_diff,FM-BRGL02-HP-M-FM-QDZT01-HP-S,-1,0
pancake,inventory_diff,FM-BRGL02-HP-S-FM-QDZT01-HP-S,-1,0
pancake,inventory_diff,FM-BRGL02-HP-XL-FM-QDZT01-HP-S,-1,0
pancake,inventory_diff,FM-BRGL03-TR-L,167,168
pancake,inventory_diff,FM-BRGL03-TR-L-FM-QDOL01-BN-L,167,168
pancake,inventory_diff,FM-BRGL03-TR-L-FM-QDOL01-BN-M,165,166
pancake,inventory_diff,FM-BRGL03-TR-L-FM-QDOL01-BN-XL,89,90
pancake,inventory_diff,FM-BRGL03-TR-XL-FM-QDOL01-BN-XL,89,90
pancake,inventory_diff,FM-BRGL04-TR-M,39,40
pancake,inventory_diff,FM-BRLT01-MB-L-FM-QLTG01-MB-S,-1,0
pancake,inventory_diff,FM-BRLT01-MB-M-FM-QLTG01-MB-S,-1,0
pancake,inventory_diff,FM-BRLT01-MB-S-FM-QLTG01-MB-S,-1,0
pancake,inventory_diff,FM-BRLT01-MB-XL-FM-QLTG01-MB-S,-1,0
pancake,inventory_diff,FM-BRRB01-DE-L,18,19
pancake,inventory_diff,FM-BRRB01-DE-L-FM-QDOL01-DE-L,18,19
pancake,inventory_diff,FM-BRRB01-DE-L-FM-QDOL01-DE-M,18,19
pancake,inventory_diff,FM-BRRB01-DE-L-FM-QDOL01-DE-S,18,19
pancake,inventory_diff,FM-BRRB01-DE-L-FM-QDOL01-DE-XL,18,19
pancake,inventory_diff,FM-BRRB01-DG-M-FM-QDOL01-DG-XL,1,2
pancake,inventory_diff,FM-BRRB01-DG-XL-FM-QDOL01-DG-XL,1,2
pancake,inventory_diff,FM-BRRB01-LG-L-FM-QDOL01-LG-L,-1,0
pancake,inventory_diff,FM-BRRB01-LG-M-FM-QDOL01-LG-L,-1,0
pancake,inventory_diff,FM-BRRB01-LG-S,-1,0
pancake,inventory_diff,FM-BRRB01-LG-S-FM-QDOL01-LG-L,-1,0
pancake,inventory_diff,FM-BRRB01-LG-S-FM-QDOL01-LG-M,-1,0
pancake,inventory_diff,FM-BRRB01-LG-S-FM-QDOL01-LG-S,-1,0
pancake,inventory_diff,FM-BRRB01-LG-S-FM-QDOL01-LG-XL,-1,0
pancake,inventory_diff,FM-BRRB01-LG-S-FM-QDPK01-DG-L,-1,0
pancake,inventory_diff,FM-BRRB01-LG-S-FM-QDPK01-DG-M,-1,0
pancake,inventory_diff,FM-BRRB01-LG-S-FM-QDPK01-DG-S,-1,0
pancake,inventory_diff,FM-BRRB01-LG-S-FM-QDPK01-DG-XL,-1,0
pancake,inventory_diff,FM-BRRB01-LG-XL-FM-QDOL01-LG-L,-1,0
pancake,inventory_diff,FM-BRSB01-LG-L,71,73
pancake,inventory_diff,FM-BRSB01-LG-L-FM-QDOL01-DG-XL,1,2
pancake,inventory_diff,FM-BRSB01-LG-L-FM-QDPK01-LG-L,71,73
pancake,inventory_diff,FM-BRSB01-LG-L-FM-QDPK01-LG-XL,71,73
pancake,inventory_diff,FM-BRSB01-LG-XL-FM-QDOL01-DG-XL,1,2
pancake,inventory_diff,FM-BRSL01-HP-L-FM-QNSL01-HP-S,209,210
pancake,inventory_diff,FM-BRSL02-HP-S,92,93
pancake,inventory_diff,FM-BRSL02-HP-S-FM-QDSL01-HP-L,92,93
pancake,inventory_diff,FM-BRSL02-HP-S-FM-QDSL01-HP-M,92,93
pancake,inventory_diff,FM-BRSL02-HP-S-FM-QDSL01-HP-S,92,93
pancake,inventory_diff,FM-BRSO01-BN-M,-1,0
pancake,inventory_diff,FM-BRSO01-BN-M-FM-QDSO01-BN-L,-1,0
pancake,inventory_diff,FM-BRSO01-BN-M-FM-QDSO01-BN-M,-1,0
pancake,inventory_diff,FM-BRSO01-BN-M-FM-QDSO01-BN-S,-1,0
pancake,inventory_diff,FM-BRSO01-BN-M-FM-QDSO01-BN-XL,-1,0
pancake,inventory_diff,FM-BRSO01-BN-S,-1,0
pancake,inventory_diff,FM-BRSO01-BN-S-FM-QDSO01-BN-L,-1,0
pancake,inventory_diff,FM-BRSO01-BN-S-FM-QDSO01-BN-M,-1,0
pancake,inventory_diff,FM-BRSO01-BN-S-FM-QDSO01-BN-S,-1,0
pancake,inventory_diff,FM-BRSO01-BN-S-FM-QDSO01-BN-XL,-1,0
pancake,inventory_diff,FM-BRSO02-DE-L,57,58
pancake,inventory_diff,FM-BRTT01-DE-L-FM-QDZT01-DE-XL,324,325
pancake,inventory_diff,FM-BRTT01-DE-L-FM-QLTG01-DE-L,285,287
pancake,inventory_diff,FM-BRTT01-DE-L-FM-QLTG01-DE-M,236,237
pancake,inventory_diff,FM-BRTT01-DE-M-FM-QDZT01-DE-L,783,785
pancake,inventory_diff,FM-BRTT01-DE-M-FM-QDZT01-DE-M,781,783
pancake,inventory_diff,FM-BRTT01-DE-M-FM-QDZT01-DE-S,508,510
pancake,inventory_diff,FM-BRTT01-DE-M-FM-QDZT01-DE-XL,324,325
pancake,inventory_diff,FM-BRTT01-DE-M-FM-QLTG01-DE-L,285,287
pancake,inventory_diff,FM-BRTT01-DE-M-FM-QLTG01-DE-M,236,237
pancake,inventory_diff,FM-BRTT01-DE-M-FM-VSFM01-DE-L,583,584
pancake,inventory_diff,FM-BRTT01-DE-M-FM-VSFM01-DE-M,465,466
pancake,inventory_diff,FM-BRTT01-DE-S-FM-QDZT01-DE-L,650,651
pancake,inventory_diff,FM-BRTT01-DE-S-FM-QDZT01-DE-M,649,650
pancake,inventory_diff,FM-BRTT01-DE-S-FM-QDZT01-DE-S,508,510
pancake,inventory_diff,FM-BRTT01-DE-S-FM-QDZT01-DE-XL,324,325
pancake,inventory_diff,FM-BRTT01-DE-S-FM-QLTG01-DE-L,285,287
pancake,inventory_diff,FM-BRTT01-DE-S-FM-QLTG01-DE-M,236,237
pancake,inventory_diff,FM-BRTT01-DE-S-FM-VSFM01-DE-L,583,584
pancake,inventory_diff,FM-BRTT01-DE-S-FM-VSFM01-DE-M,465,466
pancake,inventory_diff,FM-BRTT01-DE-XL-FM-QLTG01-DE-L,285,287
pancake,inventory_diff,FM-BRTT01-DE-XL-FM-QLTG01-DE-M,236,237
pancake,inventory_diff,FM-BRTT01-ES-M,-2,0
pancake,inventory_diff,FM-BRTT01-ES-M-FM-QDZT01-ES-L,-2,0
pancake,inventory_diff,FM-BRTT01-ES-M-FM-QDZT01-ES-M,-2,0
pancake,inventory_diff,FM-BRTT01-ES-M-FM-QDZT01-ES-S,-2,0
pancake,inventory_diff,FM-BRTT01-ES-M-FM-QDZT01-ES-XL,-2,0
pancake,inventory_diff,FM-BRTT01-ES-M-FM-VXLN01-TR-L,-2,0
pancake,inventory_diff,FM-BRTT01-ES-M-FM-VXLN01-TR-M,-2,0
pancake,inventory_diff,FM-BRTT01-ES-M-FM-VXLN01-TR-S,-2,0
pancake,inventory_diff,FM-BRTT01-ES-M-FM-VXLN01-TR-XL,-2,0
pancake,inventory_diff,FM-BRTT01-LG-L-FM-QDZT01-LG-M,-2,0
pancake,inventory_diff,FM-BRTT01-LG-XL-FM-QDZT01-LG-M,-1,0
pancake,inventory_diff,FM-BRTT01-MB-L-FM-QLTG01-MB-S,-1,0
pancake,inventory_diff,FM-BRTT01-MB-M-FM-QLTG01-MB-S,-1,0
pancake,inventory_diff,FM-BRTT01-MB-S-FM-QLTG01-MB-S,-1,0
pancake,inventory_diff,FM-BRTT01-MB-XL-FM-QLTG01-MB-S,-1,0
pancake,inventory_diff,FM-BRTT01-TR-L-FM-QDZT01-DE-2XL,397,398
pancake,inventory_diff,FM-BRTT01-TR-L-FM-QDZT01-DE-L,585,586
pancake,inventory_diff,FM-BRTT01-TR-L-FM-QDZT01-DE-M,585,586
pancake,inventory_diff,FM-BRTT01-TR-L-FM-QDZT01-DE-S,505,507
pancake,inventory_diff,FM-BRTT01-TR-L-FM-QDZT01-DE-XL,324,325
pancake,inventory_diff,FM-BRTT01-TR-L-FM-QLTG01-DE-L,285,287
pancake,inventory_diff,FM-BRTT01-TR-L-FM-QLTG01-DE-M,233,235
pancake,inventory_diff,FM-BRTT01-TR-L-FM-QLTG01-DE-S,404,405
pancake,inventory_diff,FM-BRTT01-TR-L-FM-QLTG01-RG-M,0,1
pancake,inventory_diff,FM-BRTT01-TR-L-FM-QSGL01-TR-L,157,158
pancake,inventory_diff,FM-BRTT01-TR-M-FM-QDZT01-DE-2XL,282,285
pancake,inventory_diff,FM-BRTT01-TR-M-FM-QDZT01-DE-L,281,284
pancake,inventory_diff,FM-BRTT01-TR-M-FM-QDZT01-DE-M,280,283
pancake,inventory_diff,FM-BRTT01-TR-M-FM-QDZT01-DE-S,282,285
pancake,inventory_diff,FM-BRTT01-TR-M-FM-QDZT01-DE-XL,279,282
pancake,inventory_diff,FM-BRTT01-TR-M-FM-QLTG01-DE-L,280,283
pancake,inventory_diff,FM-BRTT01-TR-M-FM-QLTG01-DE-M,235,237
pancake,inventory_diff,FM-BRTT01-TR-M-FM-QLTG01-DE-S,282,285
pancake,inventory_diff,FM-BRTT01-TR-M-FM-QLTG01-RG-M,0,1
pancake,inventory_diff,FM-BRTT01-TR-M-FM-QLTG01-RG-S,279,282
pancake,inventory_diff,FM-BRTT01-TR-M-FM-QSGL01-TR-L,157,158
pancake,inventory_diff,FM-BRTT01-TR-M-FM-VXLN01-DE-L,279,282
pancake,inventory_diff,FM-BRTT01-TR-M-FM-VXLN01-DE-M,279,282
pancake,inventory_diff,FM-BRTT01-TR-S-FM-QDZT01-DE-2XL,398,399
pancake,inventory_diff,FM-BRTT01-TR-S-FM-QDZT01-DE-L,457,458
pancake,inventory_diff,FM-BRTT01-TR-S-FM-QDZT01-DE-M,456,457
pancake,inventory_diff,FM-BRTT01-TR-S-FM-QDZT01-DE-S,457,458
pancake,inventory_diff,FM-BRTT01-TR-S-FM-QDZT01-DE-XL,324,325
pancake,inventory_diff,FM-BRTT01-TR-S-FM-QLTG01-DE-L,285,287
pancake,inventory_diff,FM-BRTT01-TR-S-FM-QLTG01-DE-M,234,236
pancake,inventory_diff,FM-BRTT01-TR-S-FM-QLTG01-DE-S,405,406
pancake,inventory_diff,FM-BRTT01-TR-S-FM-QLTG01-RG-M,0,1
pancake,inventory_diff,FM-BRTT01-TR-S-FM-QSGL01-TR-L,157,158
pancake,inventory_diff,FM-BRTT01-TR-XL-FM-QDZT01-DE-2XL,400,401
pancake,inventory_diff,FM-BRTT01-TR-XL-FM-QDZT01-DE-XL,324,325
pancake,inventory_diff,FM-BRTT01-TR-XL-FM-QLTG01-DE-L,285,287
pancake,inventory_diff,FM-BRTT01-TR-XL-FM-QLTG01-DE-M,236,238
pancake,inventory_diff,FM-BRTT01-TR-XL-FM-QLTG01-DE-S,407,408
pancake,inventory_diff,FM-BRTT01-TR-XL-FM-QLTG01-RG-M,0,1
pancake,inventory_diff,FM-BRTT01-TR-XL-FM-QSGL01-TR-L,157,158
pancake,inventory_diff,FM-BRTT01-XX-L-FM-QDZT01-XX-M,-1,0
pancake,inventory_diff,FM-BRTT01-XX-L-FM-QLTG01-XX-M,-1,0
pancake,inventory_diff,FM-BRTT01-XX-M-FM-QDZT01-XX-M,-2,0
pancake,inventory_diff,FM-BRTT01-XX-M-FM-QLTG01-XX-M,-1,0
pancake,inventory_diff,FM-BRTT01-XX-S-FM-QDZT01-XX-M,-2,0
pancake,inventory_diff,FM-BRTT01-XX-S-FM-QLTG01-XX-M,-1,0
pancake,inventory_diff,FM-BRTT01-XX-XL-FM-QDZT01-XX-M,-1,0
pancake,inventory_diff,FM-BRTT01-XX-XL-FM-QLTG01-XX-M,-1,0
pancake,inventory_diff,FM-BRZT01-DE-L-FM-QDZT01-DE-XL,324,325
pancake,inventory_diff,FM-BRZT01-DE-L-FM-QLTG01-DE-L,285,287
pancake,inventory_diff,FM-BRZT01-DE-L-FM-QLTG01-DE-M,236,238
pancake,inventory_diff,FM-BRZT01-DE-XL-FM-QDZT01-DE-2XL,211,212
pancake,inventory_diff,FM-BRZT01-DE-XL-FM-QDZT01-DE-L,209,210
pancake,inventory_diff,FM-BRZT01-DE-XL-FM-QDZT01-DE-M,208,209
pancake,inventory_diff,FM-BRZT01-DE-XL-FM-QDZT01-DE-S,211,212
pancake,inventory_diff,FM-BRZT01-DE-XL-FM-QDZT01-DE-XL,207,208
pancake,inventory_diff,FM-BRZT01-DE-XL-FM-QLTG01-DE-L,208,209
pancake,inventory_diff,FM-BRZT01-DE-XL-FM-QLTG01-DE-M,211,212
pancake,inventory_diff,FM-BRZT01-DE-XL-FM-QLTG01-DE-S,211,212
pancake,inventory_diff,FM-BRZT01-DE-XL-FM-VXLN01-TR-L,207,208
pancake,inventory_diff,FM-BRZT01-DE-XL-FM-VXLN01-TR-M,207,208
pancake,inventory_diff,FM-BRZT01-DE-XL-FM-VXLN01-TR-S,207,208
pancake,inventory_diff,FM-BRZT01-DE-XL-FM-VXLN01-TR-XL,207,208
pancake,inventory_diff,FM-BRZT01-LG-L,74,75
pancake,inventory_diff,FM-BRZT01-LG-L-FM-QDZT01-DE-2XL,74,75
pancake,inventory_diff,FM-BRZT01-LG-L-FM-QDZT01-DE-L,74,75
pancake,inventory_diff,FM-BRZT01-LG-L-FM-QDZT01-DE-M,74,75
pancake,inventory_diff,FM-BRZT01-LG-L-FM-QDZT01-DE-S,74,75
pancake,inventory_diff,FM-BRZT01-LG-L-FM-QDZT01-DE-XL,74,75
pancake,inventory_diff,FM-BRZT01-LG-L-FM-QLTG01-SA-S,74,75
pancake,inventory_diff,FM-BRZT01-LG-L-FM-QNTG01-LG-L,61,62
pancake,inventory_diff,FM-BRZT01-LG-L-FM-QNTG01-LG-S,74,75
pancake,inventory_diff,FM-BRZT01-LG-L-FM-QNTG01-LG-XL,74,75
pancake,inventory_diff,FM-BRZT01-LG-S-FM-QNTG01-LG-L,61,62
pancake,inventory_diff,FM-BRZT01-LG-XL-FM-QNTG01-LG-L,61,62
pancake,inventory_diff,FM-BRZT01-RG-M-FM-QDZT01-RG-2XL,29,30
pancake,inventory_diff,FM-BRZT01-XX-L-FM-QDZT01-XX-M,-2,0
pancake,inventory_diff,FM-BRZT01-XX-M-FM-QDZT01-XX-M,-2,0
pancake,inventory_diff,FM-BRZT01-XX-S-FM-QDZT01-XX-M,-2,0
pancake,inventory_diff,FM-BRZT01-XX-XL-FM-QDZT01-XX-M,-2,0
pancake,inventory_diff,FM-DNSP01-BN-M,329,330
pancake,inventory_diff,FM-DNSP01-NT-M,45,46
pancake,inventory_diff,FM-DNSP01-NT-XL,38,39
pancake,inventory_diff,FM-DNSP01-TN-M,99,100
pancake,inventory_diff,FM-DNSP01-TR-M,8,11
pancake,inventory_diff,FM-DNSP01-TR-S,-2,0
